scene_id,infile,n_blocks,blocks_coords,frequency_hz,tx_pos,rx_pos,n_traces,mute_ns,merged_outfile,png_file,timestamp
scene_0098,scene_0098.in,5,"(1.320,0.425,1.561,0.594); (1.183,0.467,1.331,0.566); (1.290,0.457,1.457,0.540); (1.164,0.393,1.364,0.476)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0098_merged.out,,2025-10-15 22:02:32
scene_0099,scene_0099.in,5,"(1.878,0.447,2.007,0.507); (1.832,0.453,1.991,0.604); (1.950,0.368,2.107,0.543); (1.766,0.434,2.010,0.629); (1.812,0.428,2.019,0.480)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0099_merged.out,,2025-10-15 22:12:52
scene_0100,scene_0100.in,3,"(1.794,0.665,1.931,0.748); (1.809,0.744,1.990,0.835); (1.884,0.631,2.075,0.824)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0100_merged.out,,2025-10-15 22:13:22
scene_0101,scene_0101.in,3,"(3.104,0.397,3.229,0.453); (3.168,0.359,3.222,0.451); (3.051,0.434,3.275,0.502)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0101_merged.out,,2025-10-15 22:23:45
scene_0102,scene_0102.in,5,"(3.516,0.677,3.741,0.847); (3.347,0.771,3.549,0.861); (3.303,0.776,3.530,0.924); (3.357,0.780,3.550,0.948); (3.428,0.793,3.677,0.917)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0102_merged.out,,2025-10-15 22:24:16
scene_0103,scene_0103.in,1,"(0.917,0.533,1.164,0.608)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0103_merged.out,,2025-10-15 22:34:26
scene_0104,scene_0104.in,4,"(3.580,0.361,3.703,0.431); (3.505,0.427,3.636,0.588); (3.547,0.384,3.707,0.563); (3.621,0.428,3.855,0.563)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0104_merged.out,,2025-10-15 22:34:59
scene_0105,scene_0105.in,3,"(3.219,0.864,3.291,0.934); (3.270,0.775,3.381,0.868)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0105_merged.out,,2025-10-15 22:45:18
scene_0106,scene_0106.in,4,"(2.013,0.777,2.207,0.937); (2.156,0.649,2.312,0.808); (2.174,0.797,2.276,0.858); (2.182,0.742,2.242,0.883)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0106_merged.out,,2025-10-15 22:45:49
scene_0107,scene_0107.in,5,"(2.327,0.665,2.381,0.857); (2.287,0.832,2.361,0.932); (2.209,0.812,2.427,0.939); (2.232,0.823,2.352,0.915); (2.348,0.782,2.427,0.876)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0107_merged.out,,2025-10-15 22:56:04
scene_0108,scene_0108.in,1,"(2.262,0.397,2.465,0.471)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0108_merged.out,,2025-10-15 22:56:35
scene_0109,scene_0109.in,4,"(2.474,0.496,2.720,0.585); (2.661,0.555,2.899,0.678); (2.579,0.463,2.694,0.588); (2.654,0.573,2.857,0.636)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0109_merged.out,,2025-10-15 23:06:48
scene_0110,scene_0110.in,3,"(2.669,0.381,2.900,0.458); (2.594,0.406,2.755,0.470); (2.553,0.386,2.789,0.487)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0110_merged.out,,2025-10-15 23:07:19
scene_0111,scene_0111.in,5,"(4.170,0.732,4.403,0.899); (4.066,0.811,4.196,0.928); (4.103,0.768,4.182,0.840); (4.106,0.812,4.192,0.894); (4.119,0.728,4.343,0.912)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0111_merged.out,,2025-10-15 23:17:35
scene_0112,scene_0112.in,3,"(3.894,0.518,4.042,0.678); (3.938,0.549,4.152,0.740); (3.940,0.620,4.021,0.748)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0112_merged.out,,2025-10-15 23:18:07
scene_0113,scene_0113.in,5,"(2.361,0.668,2.557,0.835); (2.308,0.591,2.433,0.734); (2.162,0.645,2.375,0.734); (2.372,0.714,2.437,0.876); (2.160,0.644,2.388,0.802)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0113_merged.out,,2025-10-15 23:28:24
scene_0114,scene_0114.in,1,"(2.221,0.367,2.343,0.487)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0114_merged.out,,2025-10-15 23:28:55
scene_0115,scene_0115.in,1,"(3.853,0.478,4.081,0.676)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0115_merged.out,,2025-10-15 23:39:13
scene_0116,scene_0116.in,3,"(1.501,0.522,1.567,0.654); (1.515,0.625,1.707,0.749); (1.467,0.566,1.564,0.732)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0116_merged.out,,2025-10-15 23:39:42
scene_0117,scene_0117.in,5,"(4.080,0.625,4.321,0.813); (4.099,0.721,4.288,0.805); (4.022,0.759,4.143,0.872); (4.069,0.724,4.242,0.780); (3.990,0.659,4.151,0.778)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0117_merged.out,,2025-10-15 23:49:43
scene_0118,scene_0118.in,3,"(1.171,0.445,1.331,0.580); (1.048,0.550,1.239,0.737); (1.067,0.535,1.192,0.627)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0118_merged.out,,2025-10-15 23:50:30
scene_0119,scene_0119.in,2,"(4.124,0.849,4.350,0.911); (4.154,0.786,4.311,0.876)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0119_merged.out,,2025-10-16 00:00:49
scene_0120,scene_0120.in,3,"(1.057,0.521,1.156,0.694); (1.091,0.366,1.235,0.548); (1.104,0.499,1.345,0.599)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0120_merged.out,,2025-10-16 00:01:35
scene_0121,scene_0121.in,1,"(1.956,0.628,2.109,0.685)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0121_merged.out,,2025-10-16 00:11:39
scene_0122,scene_0122.in,3,"(1.321,0.777,1.497,0.830); (1.167,0.716,1.384,0.829); (1.139,0.805,1.367,0.891)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0122_merged.out,,2025-10-16 00:12:25
scene_0123,scene_0123.in,2,"(3.872,0.622,3.992,0.782); (3.922,0.646,4.071,0.841)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0123_merged.out,,2025-10-16 00:22:22
scene_0124,scene_0124.in,2,"(2.655,0.761,2.767,0.866); (2.639,0.762,2.706,0.944)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0124_merged.out,,2025-10-16 00:23:09
scene_0125,scene_0125.in,4,"(4.299,0.759,4.418,0.863); (4.190,0.665,4.425,0.798); (4.300,0.745,4.410,0.878); (4.282,0.599,4.399,0.783)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0125_merged.out,,2025-10-16 00:33:07
scene_0126,scene_0126.in,1,"(1.279,0.510,1.369,0.686)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0126_merged.out,,2025-10-16 00:33:51
scene_0127,scene_0127.in,4,"(3.352,0.505,3.565,0.637); (3.373,0.412,3.513,0.553); (3.431,0.551,3.664,0.685); (3.320,0.399,3.543,0.590)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0127_merged.out,,2025-10-16 00:43:45
scene_0128,scene_0128.in,2,"(1.873,0.370,2.120,0.489); (1.917,0.467,1.993,0.606)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0128_merged.out,,2025-10-16 00:44:29
scene_0129,scene_0129.in,5,"(1.065,0.658,1.241,0.781); (1.090,0.774,1.312,0.830); (1.037,0.752,1.228,0.914); (1.095,0.606,1.192,0.777); (0.981,0.660,1.206,0.813)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0129_merged.out,,2025-10-16 00:54:24
scene_0130,scene_0130.in,5,"(2.843,0.808,2.950,0.937); (2.870,0.857,2.952,0.917); (2.734,0.673,2.902,0.869); (2.628,0.801,2.871,0.943)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0130_merged.out,,2025-10-16 00:55:06
scene_0131,scene_0131.in,5,"(2.554,0.412,2.745,0.601); (2.633,0.518,2.825,0.685); (2.666,0.477,2.740,0.544); (2.572,0.435,2.782,0.585); (2.626,0.454,2.724,0.542)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0131_merged.out,,2025-10-16 01:05:14
scene_0132,scene_0132.in,4,"(3.105,0.611,3.157,0.769); (3.067,0.661,3.248,0.715); (3.056,0.555,3.142,0.701); (3.093,0.604,3.185,0.684)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0132_merged.out,,2025-10-16 01:05:59
scene_0133,scene_0133.in,5,"(3.849,0.531,3.921,0.722); (3.708,0.604,3.930,0.710); (3.735,0.685,3.940,0.756); (3.799,0.652,3.955,0.779); (3.854,0.692,4.052,0.866)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0133_merged.out,,2025-10-16 01:16:03
scene_0134,scene_0134.in,1,"(2.805,0.618,3.045,0.791)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0134_merged.out,,2025-10-16 01:16:46
scene_0135,scene_0135.in,4,"(1.141,0.364,1.322,0.514); (1.085,0.460,1.231,0.608); (1.154,0.450,1.247,0.616)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0135_merged.out,,2025-10-16 01:26:54
scene_0136,scene_0136.in,4,"(3.782,0.688,3.885,0.766); (3.836,0.682,4.080,0.813); (3.661,0.634,3.843,0.721)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0136_merged.out,,2025-10-16 01:27:34
scene_0137,scene_0137.in,5,"(1.455,0.588,1.650,0.730); (1.360,0.729,1.593,0.919); (1.317,0.688,1.519,0.797); (1.390,0.672,1.608,0.805); (1.434,0.614,1.638,0.740)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0137_merged.out,,2025-10-16 01:37:46
scene_0138,scene_0138.in,1,"(0.586,0.405,0.656,0.457)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0138_merged.out,,2025-10-16 01:38:25
scene_0139,scene_0139.in,5,"(1.144,0.416,1.315,0.565); (0.989,0.397,1.218,0.574); (1.196,0.544,1.405,0.595); (1.075,0.470,1.217,0.560); (1.177,0.379,1.353,0.548)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0139_merged.out,,2025-10-16 01:48:36
scene_0140,scene_0140.in,1,"(3.772,0.562,3.871,0.686)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0140_merged.out,,2025-10-16 01:49:14
scene_0141,scene_0141.in,1,"(1.174,0.721,1.336,0.866)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0141_merged.out,,2025-10-16 01:59:28
scene_0142,scene_0142.in,2,"(1.851,0.405,1.961,0.603); (1.777,0.426,2.015,0.558)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0142_merged.out,,2025-10-16 02:00:09
scene_0143,scene_0143.in,1,"(1.662,0.706,1.792,0.881)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0143_merged.out,,2025-10-16 02:10:08
scene_0144,scene_0144.in,3,"(0.770,0.520,0.961,0.592); (0.707,0.439,0.775,0.623); (0.686,0.469,0.812,0.624)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0144_merged.out,,2025-10-16 02:10:57
scene_0145,scene_0145.in,1,"(2.978,0.437,3.029,0.513)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0145_merged.out,,2025-10-16 02:20:59
scene_0146,scene_0146.in,4,"(2.528,0.678,2.613,0.766); (2.516,0.716,2.680,0.802); (2.456,0.677,2.605,0.763); (2.580,0.616,2.799,0.734)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0146_merged.out,,2025-10-16 02:21:45
scene_0147,scene_0147.in,1,"(1.126,0.722,1.266,0.816)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0147_merged.out,,2025-10-16 02:31:43
scene_0148,scene_0148.in,1,"(3.012,0.418,3.182,0.561)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0148_merged.out,,2025-10-16 02:32:32
scene_0149,scene_0149.in,5,"(2.963,0.751,3.097,0.819); (3.020,0.680,3.127,0.784); (2.980,0.678,3.080,0.859); (2.871,0.672,3.077,0.851); (2.935,0.573,3.101,0.763)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0149_merged.out,,2025-10-16 02:42:29
scene_0150,scene_0150.in,2,"(2.075,0.521,2.140,0.599); (1.938,0.550,2.181,0.603)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0150_merged.out,,2025-10-16 02:43:17
scene_0151,scene_0151.in,2,"(0.636,0.824,0.726,0.921); (0.608,0.680,0.660,0.842)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0151_merged.out,,2025-10-16 02:53:13
scene_0152,scene_0152.in,2,"(3.913,0.375,4.081,0.515); (3.939,0.385,4.058,0.529)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0152_merged.out,,2025-10-16 02:54:00
scene_0153,scene_0153.in,1,"(2.335,0.535,2.391,0.722)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0153_merged.out,,2025-10-16 03:03:54
scene_0154,scene_0154.in,2,"(3.341,0.784,3.411,0.871); (3.279,0.672,3.460,0.823)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0154_merged.out,,2025-10-16 03:04:38
scene_0155,scene_0155.in,3,"(3.899,0.399,3.957,0.473); (3.870,0.405,3.948,0.601); (3.743,0.359,3.932,0.524)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0155_merged.out,,2025-10-16 03:14:33
scene_0156,scene_0156.in,4,"(3.339,0.526,3.571,0.581); (3.333,0.548,3.571,0.672); (3.534,0.522,3.707,0.701); (3.458,0.433,3.582,0.571)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0156_merged.out,,2025-10-16 03:15:18
scene_0157,scene_0157.in,5,"(1.620,0.553,1.679,0.695); (1.598,0.426,1.838,0.560); (1.668,0.471,1.747,0.563); (1.625,0.514,1.809,0.662)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0157_merged.out,,2025-10-16 03:25:26
scene_0158,scene_0158.in,3,"(4.231,0.763,4.303,0.896); (4.028,0.679,4.261,0.788); (4.173,0.681,4.255,0.787)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0158_merged.out,,2025-10-16 03:26:15
scene_0159,scene_0159.in,4,"(0.765,0.569,0.869,0.668); (0.772,0.593,0.904,0.646); (0.687,0.475,0.879,0.659); (0.793,0.600,0.888,0.724)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0159_merged.out,,2025-10-16 03:36:26
scene_0160,scene_0160.in,1,"(3.182,0.756,3.357,0.847)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0160_merged.out,,2025-10-16 03:37:14
scene_0161,scene_0161.in,3,"(1.512,0.522,1.756,0.654); (1.385,0.493,1.628,0.638); (1.613,0.480,1.822,0.634)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0161_merged.out,,2025-10-16 03:47:21
scene_0162,scene_0162.in,3,"(2.509,0.768,2.691,0.858); (2.608,0.687,2.826,0.850); (2.661,0.810,2.786,0.922)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0162_merged.out,,2025-10-16 03:48:09
scene_0163,scene_0163.in,3,"(2.278,0.598,2.363,0.786); (2.319,0.782,2.513,0.905); (2.238,0.690,2.485,0.847)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0163_merged.out,,2025-10-16 03:58:08
scene_0164,scene_0164.in,4,"(2.255,0.373,2.439,0.476); (2.357,0.421,2.530,0.517); (2.349,0.369,2.401,0.429); (2.281,0.407,2.521,0.601)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0164_merged.out,,2025-10-16 03:58:55
scene_0165,scene_0165.in,5,"(3.850,0.373,4.052,0.452); (3.852,0.359,3.944,0.508); (3.869,0.446,4.051,0.636); (3.777,0.371,3.915,0.560)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0165_merged.out,,2025-10-16 04:08:56
scene_0166,scene_0166.in,1,"(3.489,0.510,3.591,0.630)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0166_merged.out,,2025-10-16 04:09:40
scene_0167,scene_0167.in,1,"(2.922,0.674,3.040,0.783)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0167_merged.out,,2025-10-16 04:19:34
scene_0168,scene_0168.in,1,"(0.570,0.705,0.733,0.880)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0168_merged.out,,2025-10-16 04:20:22
scene_0169,scene_0169.in,2,"(1.888,0.839,2.032,0.940); (1.900,0.770,1.995,0.889)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0169_merged.out,,2025-10-16 04:30:24
scene_0170,scene_0170.in,4,"(4.276,0.408,4.328,0.589); (4.317,0.485,4.441,0.601); (4.209,0.447,4.351,0.632); (4.191,0.509,4.331,0.651)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0170_merged.out,,2025-10-16 04:31:09
scene_0171,scene_0171.in,3,"(3.862,0.759,3.914,0.852); (3.648,0.846,3.876,0.943); (3.697,0.754,3.879,0.931)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0171_merged.out,,2025-10-16 04:41:07
scene_0172,scene_0172.in,4,"(0.636,0.500,0.884,0.562); (0.761,0.473,0.820,0.634); (0.755,0.403,0.984,0.519); (0.786,0.499,1.005,0.670)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0172_merged.out,,2025-10-16 04:41:56
scene_0173,scene_0173.in,1,"(1.760,0.384,1.937,0.464)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0173_merged.out,,2025-10-16 04:51:48
scene_0174,scene_0174.in,4,"(1.407,0.742,1.529,0.903); (1.303,0.719,1.462,0.805); (1.281,0.730,1.411,0.794); (1.252,0.726,1.442,0.827)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0174_merged.out,,2025-10-16 04:52:37
scene_0175,scene_0175.in,1,"(3.403,0.746,3.546,0.901)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0175_merged.out,,2025-10-16 05:02:23
scene_0176,scene_0176.in,3,"(1.893,0.504,2.132,0.662); (1.755,0.594,1.940,0.793); (1.904,0.490,1.959,0.670)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0176_merged.out,,2025-10-16 05:03:19
scene_0177,scene_0177.in,4,"(2.402,0.515,2.523,0.602); (2.420,0.538,2.539,0.699); (2.514,0.403,2.747,0.579); (2.435,0.578,2.532,0.745)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0177_merged.out,,2025-10-16 05:13:10
scene_0178,scene_0178.in,3,"(1.937,0.439,2.122,0.600); (1.824,0.352,1.989,0.486); (1.971,0.372,2.211,0.444)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0178_merged.out,,2025-10-16 05:14:01
scene_0179,scene_0179.in,3,"(2.952,0.622,3.201,0.688); (2.960,0.541,3.125,0.699); (2.908,0.570,3.147,0.764)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0179_merged.out,,2025-10-16 05:23:44
scene_0180,scene_0180.in,1,"(3.305,0.436,3.519,0.551)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0180_merged.out,,2025-10-16 05:24:34
scene_0181,scene_0181.in,3,"(1.554,0.598,1.768,0.701); (1.700,0.466,1.801,0.635); (1.551,0.599,1.743,0.729)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0181_merged.out,,2025-10-16 05:34:16
scene_0182,scene_0182.in,3,"(1.409,0.681,1.616,0.767); (1.495,0.599,1.652,0.786); (1.595,0.723,1.649,0.868)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0182_merged.out,,2025-10-16 05:35:21
scene_0183,scene_0183.in,5,"(2.012,0.655,2.105,0.764); (2.014,0.576,2.201,0.748); (1.977,0.586,2.156,0.758); (2.010,0.603,2.116,0.798); (2.038,0.592,2.104,0.764)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0183_merged.out,,2025-10-16 05:44:57
scene_0184,scene_0184.in,4,"(1.625,0.532,1.710,0.598); (1.516,0.571,1.667,0.665); (1.567,0.448,1.776,0.585); (1.573,0.534,1.707,0.606)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0184_merged.out,,2025-10-16 05:46:03
scene_0185,scene_0185.in,3,"(0.619,0.439,0.733,0.564); (0.725,0.378,0.825,0.561); (0.586,0.439,0.740,0.542)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0185_merged.out,,2025-10-16 05:55:44
scene_0186,scene_0186.in,4,"(3.979,0.478,4.131,0.607); (3.996,0.587,4.193,0.782); (3.805,0.605,4.011,0.655); (4.004,0.603,4.084,0.726)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0186_merged.out,,2025-10-16 05:56:47
scene_0187,scene_0187.in,2,"(3.217,0.590,3.280,0.696); (3.229,0.572,3.349,0.718)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0187_merged.out,,2025-10-16 06:06:21
scene_0188,scene_0188.in,5,"(1.063,0.388,1.131,0.456); (1.092,0.424,1.276,0.522); (1.055,0.434,1.255,0.537); (1.030,0.424,1.156,0.599); (1.027,0.382,1.103,0.541)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0188_merged.out,,2025-10-16 06:07:25
scene_0189,scene_0189.in,3,"(3.460,0.618,3.572,0.796); (3.548,0.511,3.720,0.636); (3.495,0.603,3.572,0.751)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0189_merged.out,,2025-10-16 06:17:04
scene_0190,scene_0190.in,2,"(3.347,0.519,3.461,0.572); (3.301,0.377,3.479,0.557)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0190_merged.out,,2025-10-16 06:18:05
scene_0191,scene_0191.in,1,"(3.246,0.401,3.473,0.533)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0191_merged.out,,2025-10-16 06:27:45
scene_0192,scene_0192.in,1,"(2.862,0.633,3.044,0.720)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0192_merged.out,,2025-10-16 06:28:48
scene_0193,scene_0193.in,3,"(4.018,0.819,4.259,0.945); (4.049,0.784,4.274,0.878); (4.022,0.703,4.117,0.833)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0193_merged.out,,2025-10-16 06:38:30
scene_0194,scene_0194.in,4,"(1.404,0.654,1.454,0.706); (1.409,0.646,1.563,0.736); (1.281,0.624,1.415,0.791); (1.271,0.573,1.439,0.714)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0194_merged.out,,2025-10-16 06:39:34
scene_0195,scene_0195.in,4,"(0.948,0.608,1.162,0.783); (1.107,0.627,1.305,0.817); (1.139,0.571,1.384,0.655); (1.124,0.557,1.334,0.678)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0195_merged.out,,2025-10-16 06:49:05
scene_0196,scene_0196.in,3,"(1.744,0.429,1.885,0.619); (1.627,0.365,1.770,0.555); (1.763,0.357,1.815,0.507)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0196_merged.out,,2025-10-16 06:50:07
scene_0197,scene_0197.in,5,"(2.580,0.491,2.730,0.582); (2.463,0.471,2.597,0.541); (2.486,0.420,2.725,0.565); (2.594,0.397,2.757,0.595); (2.451,0.472,2.645,0.657)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0197_merged.out,,2025-10-16 06:59:39
scene_0198,scene_0198.in,1,"(1.056,0.358,1.135,0.426)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0198_merged.out,,2025-10-16 07:00:44
scene_0199,scene_0199.in,1,"(1.939,0.448,1.996,0.642)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0199_merged.out,,2025-10-16 07:10:08
scene_0200,scene_0200.in,5,"(3.223,0.537,3.391,0.633); (3.300,0.577,3.469,0.719); (3.224,0.524,3.457,0.690); (3.334,0.593,3.516,0.744); (3.354,0.612,3.573,0.705)",4e8,"(0.30, 0.10, 0)","(0.34, 0.10, 0)",400,5.0,scene_0200_merged.out,,2025-10-16 07:11:30
