Filename,Case_Bits,Variation_ID,Soil_Er,Soil_Cond,N_Traces
simulation_4spheres_1000_v35,1000,35,4.0325,0.007844,85
simulation_4spheres_1000_v36,1000,36,8.9643,0.004922,85
simulation_4spheres_1000_v37,1000,37,6.9185,0.012205,85
simulation_4spheres_1000_v38,1000,38,7.3594,0.010120,85
simulation_4spheres_1000_v39,1000,39,5.3526,0.001702,85
simulation_4spheres_1000_v40,1000,40,4.5049,0.006065,85
simulation_4spheres_1000_v41,1000,41,3.2364,0.017319,85
simulation_4spheres_1000_v42,1000,42,5.2659,0.016604,85
simulation_4spheres_1000_v43,1000,43,5.0173,0.014502,85
simulation_4spheres_1000_v44,1000,44,7.7518,0.015482,85
simulation_4spheres_1000_v45,1000,45,5.7800,0.014659,85
simulation_4spheres_1000_v46,1000,46,8.4106,0.008745,85
simulation_4spheres_1000_v47,1000,47,5.0298,0.017579,85
simulation_4spheres_1000_v48,1000,48,6.0945,0.003331,85
simulation_4spheres_1000_v49,1000,49,8.8965,0.018004,85
simulation_4spheres_1001_v0,1001,0,7.8532,0.015655,85
simulation_4spheres_1001_v1,1001,1,3.6777,0.015025,85
simulation_4spheres_1001_v2,1001,2,7.9071,0.017747,85
simulation_4spheres_1001_v3,1001,3,8.4921,0.003886,85
simulation_4spheres_1001_v4,1001,4,3.9114,0.012575,85
simulation_4spheres_1001_v5,1001,5,7.0926,0.002730,85
simulation_4spheres_1001_v6,1001,6,4.7759,0.005098,85
simulation_4spheres_1001_v7,1001,7,8.9590,0.005502,85
simulation_4spheres_1001_v8,1001,8,8.2595,0.005974,85
simulation_4spheres_1001_v9,1001,9,8.3720,0.009861,85
simulation_4spheres_1001_v10,1001,10,4.0611,0.016757,85
simulation_4spheres_1001_v11,1001,11,7.1694,0.007704,85
simulation_4spheres_1001_v12,1001,12,6.5891,0.005925,85
simulation_4spheres_1001_v13,1001,13,8.2418,0.001845,85
simulation_4spheres_1001_v14,1001,14,3.2855,0.017758,85
simulation_4spheres_1001_v15,1001,15,6.4061,0.009677,85
simulation_4spheres_1001_v16,1001,16,5.6882,0.005625,85
simulation_4spheres_1001_v17,1001,17,5.5847,0.006813,85
simulation_4spheres_1001_v18,1001,18,5.3886,0.012602,85
simulation_4spheres_1001_v19,1001,19,6.3801,0.015913,85
simulation_4spheres_1001_v20,1001,20,6.2870,0.008559,85
simulation_4spheres_1001_v21,1001,21,4.0831,0.017099,85
simulation_4spheres_1001_v22,1001,22,6.5298,0.004812,85
simulation_4spheres_1001_v23,1001,23,4.8229,0.010433,85
simulation_4spheres_1001_v24,1001,24,7.5231,0.010620,85
simulation_4spheres_1001_v25,1001,25,3.3680,0.018138,85
simulation_4spheres_1001_v26,1001,26,4.9269,0.016422,85
simulation_4spheres_1001_v27,1001,27,4.3277,0.019351,85
simulation_4spheres_1001_v28,1001,28,8.5199,0.010547,85
simulation_4spheres_1001_v29,1001,29,3.2535,0.012242,85
simulation_4spheres_1001_v30,1001,30,6.4402,0.002009,85
simulation_4spheres_1001_v31,1001,31,8.7330,0.003068,85
simulation_4spheres_1001_v32,1001,32,3.3536,0.008112,85
simulation_4spheres_1001_v33,1001,33,8.1052,0.017554,85
simulation_4spheres_1001_v34,1001,34,5.4129,0.009876,85
simulation_4spheres_1001_v35,1001,35,5.6915,0.001584,85
simulation_4spheres_1001_v36,1001,36,5.1891,0.005223,85
simulation_4spheres_1001_v37,1001,37,4.3933,0.006082,85
simulation_4spheres_1001_v38,1001,38,4.8432,0.006465,85
simulation_4spheres_1001_v39,1001,39,7.3619,0.013628,85
simulation_4spheres_1001_v40,1001,40,4.3944,0.001135,85
simulation_4spheres_1001_v41,1001,41,7.1408,0.007420,85
simulation_4spheres_1001_v42,1001,42,4.4626,0.012217,85
simulation_4spheres_1001_v43,1001,43,8.6137,0.018700,85
simulation_4spheres_1001_v44,1001,44,6.1546,0.015340,85
simulation_4spheres_1001_v45,1001,45,7.2832,0.015981,85
simulation_4spheres_1001_v46,1001,46,4.4151,0.014055,85
simulation_4spheres_1001_v47,1001,47,4.7011,0.006306,85
simulation_4spheres_1001_v48,1001,48,3.2515,0.010373,85
simulation_4spheres_1001_v49,1001,49,6.9656,0.004162,85
simulation_4spheres_1010_v0,1010,0,8.1204,0.016978,85
simulation_4spheres_1010_v1,1010,1,7.2038,0.006370,85
simulation_4spheres_1010_v2,1010,2,5.6815,0.009412,85
simulation_4spheres_1010_v3,1010,3,8.7457,0.003145,85
simulation_4spheres_1010_v4,1010,4,6.0112,0.014053,85
simulation_4spheres_1010_v5,1010,5,5.0736,0.009792,85
simulation_4spheres_1010_v6,1010,6,6.6496,0.004654,85
simulation_4spheres_1010_v7,1010,7,8.5608,0.005806,85
simulation_4spheres_1010_v8,1010,8,4.6540,0.004606,85
simulation_4spheres_1010_v9,1010,9,8.8078,0.019683,85
simulation_4spheres_1010_v10,1010,10,3.1801,0.013475,85
simulation_4spheres_1010_v11,1010,11,4.1975,0.014879,85
simulation_4spheres_1010_v12,1010,12,8.7807,0.011653,85
simulation_4spheres_1010_v13,1010,13,4.3431,0.007005,85
simulation_4spheres_1010_v14,1010,14,6.0098,0.001723,85
simulation_4spheres_1010_v15,1010,15,3.7559,0.004604,85
simulation_4spheres_1010_v16,1010,16,7.8077,0.013247,85
simulation_4spheres_1010_v17,1010,17,5.8262,0.014747,85
simulation_4spheres_1010_v18,1010,18,8.8827,0.001494,85
simulation_4spheres_1010_v19,1010,19,3.4858,0.019012,85
simulation_4spheres_1010_v20,1010,20,6.7296,0.009221,85
simulation_4spheres_1010_v21,1010,21,4.1762,0.012187,85
simulation_4spheres_1010_v22,1010,22,8.9820,0.002129,85
simulation_4spheres_1010_v23,1010,23,8.9309,0.018733,85
simulation_4spheres_1010_v24,1010,24,6.9849,0.017769,85
simulation_4spheres_1010_v25,1010,25,7.3134,0.017119,85
simulation_4spheres_1010_v26,1010,26,6.3993,0.015429,85
simulation_4spheres_1010_v27,1010,27,6.4346,0.009853,85
simulation_4spheres_1010_v28,1010,28,7.1316,0.012585,85
simulation_4spheres_1010_v29,1010,29,3.0943,0.007986,85
simulation_4spheres_1010_v30,1010,30,6.5781,0.012668,85
simulation_4spheres_1010_v31,1010,31,3.5345,0.013924,85
simulation_4spheres_1010_v32,1010,32,4.5586,0.013156,85
simulation_4spheres_1010_v33,1010,33,5.6873,0.003781,85
simulation_4spheres_1010_v34,1010,34,6.4971,0.016113,85
simulation_4spheres_1010_v35,1010,35,5.6745,0.011897,85
simulation_4spheres_1010_v36,1010,36,3.1161,0.009121,85
simulation_4spheres_1010_v37,1010,37,4.8669,0.014606,85
simulation_4spheres_1010_v38,1010,38,6.6077,0.012474,85
simulation_4spheres_1010_v39,1010,39,8.2441,0.002072,85
simulation_4spheres_1010_v40,1010,40,3.2081,0.016127,85
simulation_4spheres_1010_v41,1010,41,6.5651,0.001457,85
simulation_4spheres_1010_v42,1010,42,5.5403,0.016688,85
simulation_4spheres_1010_v43,1010,43,3.8115,0.010207,85
simulation_4spheres_1010_v44,1010,44,5.9388,0.009402,85
simulation_4spheres_1010_v45,1010,45,6.1036,0.015000,85
simulation_4spheres_1010_v46,1010,46,8.9817,0.012300,85
simulation_4spheres_1010_v47,1010,47,5.8188,0.018228,85
simulation_4spheres_1010_v48,1010,48,8.9281,0.010131,85
simulation_4spheres_1010_v49,1010,49,8.7916,0.005405,85
simulation_4spheres_1011_v0,1011,0,5.3219,0.003029,85
simulation_4spheres_1011_v1,1011,1,4.3303,0.008696,85
simulation_4spheres_1011_v2,1011,2,6.1190,0.012859,85
simulation_4spheres_1011_v3,1011,3,8.6010,0.012596,85
simulation_4spheres_1011_v4,1011,4,3.9842,0.005826,85
simulation_4spheres_1011_v5,1011,5,3.0005,0.001163,85
simulation_4spheres_1011_v6,1011,6,4.6725,0.006009,85
simulation_4spheres_1011_v7,1011,7,7.6888,0.016645,85
simulation_4spheres_1011_v8,1011,8,4.0162,0.009092,85
simulation_4spheres_1011_v9,1011,9,6.5211,0.015784,85
simulation_4spheres_1011_v10,1011,10,5.2238,0.013661,85
simulation_4spheres_1011_v11,1011,11,7.9909,0.005658,85
simulation_4spheres_1011_v12,1011,12,8.2718,0.009893,85
simulation_4spheres_1011_v13,1011,13,4.4797,0.002569,85
simulation_4spheres_1011_v14,1011,14,6.8678,0.006206,85
simulation_4spheres_1011_v15,1011,15,4.9258,0.019010,85
simulation_4spheres_1011_v16,1011,16,4.4942,0.018213,85
simulation_4spheres_1011_v17,1011,17,5.0506,0.004793,85
simulation_4spheres_1011_v18,1011,18,3.9352,0.001682,85
simulation_4spheres_1011_v19,1011,19,4.4644,0.007285,85
simulation_4spheres_1011_v20,1011,20,3.2510,0.014658,85
simulation_4spheres_1011_v21,1011,21,6.9980,0.017035,85
simulation_4spheres_1011_v22,1011,22,6.9639,0.007168,85
simulation_4spheres_1011_v23,1011,23,3.9275,0.014967,85
simulation_4spheres_1011_v24,1011,24,6.7352,0.015617,85
simulation_4spheres_1011_v25,1011,25,7.2811,0.015837,85
simulation_4spheres_1011_v26,1011,26,7.2625,0.013301,85
simulation_4spheres_1011_v27,1011,27,8.0930,0.012215,85
simulation_4spheres_1011_v28,1011,28,3.9876,0.016976,85
simulation_4spheres_1011_v29,1011,29,7.3023,0.005795,85
simulation_4spheres_1011_v30,1011,30,4.8675,0.013172,85
simulation_4spheres_1011_v31,1011,31,3.7034,0.016859,85
simulation_4spheres_1011_v32,1011,32,6.4184,0.007314,85
simulation_4spheres_1011_v33,1011,33,8.9122,0.006656,85
simulation_4spheres_1011_v34,1011,34,4.8068,0.007474,85
simulation_4spheres_1011_v35,1011,35,7.3440,0.015951,85
simulation_4spheres_1011_v36,1011,36,3.1262,0.005745,85
simulation_4spheres_1011_v37,1011,37,7.0124,0.001488,85
simulation_4spheres_1011_v38,1011,38,3.1078,0.008042,85
simulation_4spheres_1011_v39,1011,39,7.3807,0.018340,85
simulation_4spheres_1011_v40,1011,40,7.4247,0.017099,85
simulation_4spheres_1011_v41,1011,41,5.8643,0.012534,85
simulation_4spheres_1011_v42,1011,42,6.7044,0.003385,85
simulation_4spheres_1011_v43,1011,43,7.5522,0.009895,85
simulation_4spheres_1011_v44,1011,44,7.8909,0.014579,85
simulation_4spheres_1011_v45,1011,45,3.5926,0.010313,85
simulation_4spheres_1011_v46,1011,46,6.2392,0.005942,85
simulation_4spheres_1011_v47,1011,47,5.7374,0.011665,85
simulation_4spheres_1011_v48,1011,48,4.6472,0.013344,85
simulation_4spheres_1011_v49,1011,49,7.7370,0.018297,85
simulation_4spheres_1100_v0,1100,0,5.5273,0.015043,85
simulation_4spheres_1100_v1,1100,1,4.8572,0.008572,85
simulation_4spheres_1100_v2,1100,2,8.4065,0.019081,85
simulation_4spheres_1100_v3,1100,3,4.8805,0.005119,85
simulation_4spheres_1100_v4,1100,4,7.8869,0.010642,85
simulation_4spheres_1100_v5,1100,5,6.9194,0.014318,85
simulation_4spheres_1100_v6,1100,6,7.8428,0.011174,85
simulation_4spheres_1100_v7,1100,7,8.7888,0.001804,85
simulation_4spheres_1100_v8,1100,8,6.2571,0.015137,85
simulation_4spheres_1100_v9,1100,9,3.7623,0.012538,85
simulation_4spheres_1100_v10,1100,10,5.5977,0.002139,85
simulation_4spheres_1100_v11,1100,11,6.4371,0.005919,85
simulation_4spheres_1100_v12,1100,12,3.6745,0.011423,85
simulation_4spheres_1100_v13,1100,13,3.4085,0.018319,85
simulation_4spheres_1100_v14,1100,14,6.7652,0.012829,85
simulation_4spheres_1100_v15,1100,15,7.6434,0.015801,85
simulation_4spheres_1100_v16,1100,16,8.3872,0.017458,85
simulation_4spheres_1100_v17,1100,17,4.0401,0.002310,85
simulation_4spheres_1100_v18,1100,18,3.7220,0.016676,85
simulation_4spheres_1100_v19,1100,19,6.6775,0.014989,85
simulation_4spheres_1100_v20,1100,20,6.5558,0.018950,85
simulation_4spheres_1100_v21,1100,21,5.7425,0.012299,85
simulation_4spheres_1100_v22,1100,22,4.2224,0.016069,85
simulation_4spheres_1100_v23,1100,23,4.5510,0.007280,85
simulation_4spheres_1100_v24,1100,24,8.3689,0.009267,85
simulation_4spheres_1100_v25,1100,25,8.1936,0.006336,85
simulation_4spheres_1100_v26,1100,26,5.8192,0.003775,85
simulation_4spheres_1100_v27,1100,27,5.0318,0.009027,85
simulation_4spheres_1100_v28,1100,28,3.3029,0.013311,85
simulation_4spheres_1100_v29,1100,29,4.2214,0.015655,85
simulation_4spheres_1100_v30,1100,30,4.6826,0.001537,85
simulation_4spheres_1100_v31,1100,31,6.9119,0.007162,85
simulation_4spheres_1100_v32,1100,32,6.8419,0.001556,85
simulation_4spheres_1100_v33,1100,33,7.2491,0.006706,85
simulation_4spheres_1100_v34,1100,34,4.8488,0.014361,85
simulation_4spheres_1100_v35,1100,35,5.3063,0.016336,85
simulation_4spheres_1100_v36,1100,36,5.5505,0.006090,85
simulation_4spheres_1100_v37,1100,37,3.8953,0.013961,85
simulation_4spheres_1100_v38,1100,38,8.7273,0.015684,85
simulation_4spheres_1100_v39,1100,39,4.2910,0.019396,85
simulation_4spheres_1100_v40,1100,40,5.4073,0.018169,85
simulation_4spheres_1100_v41,1100,41,7.3977,0.014343,85
simulation_4spheres_1100_v42,1100,42,7.4768,0.006535,85
simulation_4spheres_1100_v43,1100,43,6.0991,0.007724,85
simulation_4spheres_1100_v44,1100,44,6.1834,0.012698,85
simulation_4spheres_1100_v45,1100,45,7.8842,0.003564,85
simulation_4spheres_1100_v46,1100,46,8.0285,0.015241,85
simulation_4spheres_1100_v47,1100,47,6.7170,0.018791,85
simulation_4spheres_1100_v48,1100,48,5.3584,0.004890,85
simulation_4spheres_1100_v49,1100,49,6.2124,0.019901,85
simulation_4spheres_1101_v0,1101,0,7.1144,0.015352,85
simulation_4spheres_1101_v1,1101,1,6.2677,0.005109,85
simulation_4spheres_1101_v2,1101,2,8.5133,0.002974,85
simulation_4spheres_1101_v3,1101,3,8.9390,0.010311,85
simulation_4spheres_1101_v4,1101,4,3.5828,0.006444,85
simulation_4spheres_1101_v5,1101,5,4.3689,0.004280,85
simulation_4spheres_1101_v6,1101,6,8.3433,0.009204,85
simulation_4spheres_1101_v7,1101,7,7.9858,0.010024,85
simulation_4spheres_1101_v8,1101,8,8.2725,0.015605,85
simulation_4spheres_1101_v9,1101,9,3.8757,0.008169,85
simulation_4spheres_1101_v10,1101,10,8.3828,0.003964,85
simulation_4spheres_1101_v11,1101,11,4.3773,0.007388,85
simulation_4spheres_1101_v12,1101,12,7.6055,0.011793,85
simulation_4spheres_1101_v13,1101,13,6.7381,0.015921,85
simulation_4spheres_1101_v14,1101,14,3.9985,0.004690,85
simulation_4spheres_1101_v15,1101,15,4.2298,0.017170,85
simulation_4spheres_1101_v16,1101,16,8.4144,0.008525,85
simulation_4spheres_1101_v17,1101,17,6.9702,0.013107,85
simulation_4spheres_1101_v18,1101,18,8.6290,0.004653,85
simulation_4spheres_1101_v19,1101,19,7.2407,0.004476,85
simulation_4spheres_1101_v20,1101,20,7.8473,0.014526,85
simulation_4spheres_1101_v21,1101,21,3.5747,0.017675,85
simulation_4spheres_1101_v22,1101,22,5.1059,0.003689,85
simulation_4spheres_1101_v23,1101,23,3.3224,0.001251,85
simulation_4spheres_1101_v24,1101,24,5.3058,0.013196,85
simulation_4spheres_1101_v25,1101,25,4.4008,0.010818,85
simulation_4spheres_1101_v26,1101,26,8.2066,0.004669,85
simulation_4spheres_1101_v27,1101,27,5.1892,0.004316,85
simulation_4spheres_1101_v28,1101,28,8.1445,0.002275,85
simulation_4spheres_1101_v29,1101,29,5.0808,0.011540,85
simulation_4spheres_1101_v30,1101,30,6.1854,0.014094,85
simulation_4spheres_1101_v31,1101,31,3.4310,0.002765,85
simulation_4spheres_1101_v32,1101,32,3.1207,0.017209,85
simulation_4spheres_1101_v33,1101,33,3.3750,0.012347,85
simulation_4spheres_1101_v34,1101,34,6.1039,0.012392,85
simulation_4spheres_1101_v35,1101,35,6.5167,0.019634,85
simulation_4spheres_1101_v36,1101,36,6.7667,0.006998,85
simulation_4spheres_1101_v37,1101,37,4.9924,0.003241,85
simulation_4spheres_1101_v38,1101,38,6.5839,0.006027,85
simulation_4spheres_1101_v39,1101,39,8.0511,0.009152,85
simulation_4spheres_1101_v40,1101,40,6.1637,0.012438,85
simulation_4spheres_1101_v41,1101,41,3.5227,0.014773,85
simulation_4spheres_1101_v42,1101,42,8.6370,0.002898,85
simulation_4spheres_1101_v43,1101,43,4.0736,0.015802,85
simulation_4spheres_1101_v44,1101,44,3.9393,0.007147,85
simulation_4spheres_1101_v45,1101,45,7.5941,0.005611,85
simulation_4spheres_1101_v46,1101,46,6.7192,0.016876,85
simulation_4spheres_1101_v47,1101,47,5.3077,0.015695,85
simulation_4spheres_1101_v48,1101,48,5.2209,0.018786,85
simulation_4spheres_1101_v49,1101,49,3.7784,0.015176,85
simulation_4spheres_1110_v0,1110,0,5.2259,0.010657,85
simulation_4spheres_1110_v1,1110,1,3.9908,0.002010,85
simulation_4spheres_1110_v2,1110,2,6.2718,0.013923,85
simulation_4spheres_1110_v3,1110,3,3.6978,0.007091,85
simulation_4spheres_1110_v4,1110,4,5.9753,0.016672,85
simulation_4spheres_1110_v5,1110,5,8.4767,0.008867,85
simulation_4spheres_1110_v6,1110,6,3.8797,0.005222,85
simulation_4spheres_1110_v7,1110,7,8.6250,0.007010,85
simulation_4spheres_1110_v8,1110,8,8.4453,0.004437,85
simulation_4spheres_1110_v9,1110,9,8.7618,0.014218,85
simulation_4spheres_1110_v10,1110,10,5.0648,0.010946,85
simulation_4spheres_1110_v11,1110,11,5.6230,0.015778,85
simulation_4spheres_1110_v12,1110,12,4.6034,0.002586,85
simulation_4spheres_1110_v13,1110,13,4.6318,0.008933,85
simulation_4spheres_1110_v14,1110,14,4.9017,0.019251,85
simulation_4spheres_1110_v15,1110,15,4.3639,0.004898,85
simulation_4spheres_1110_v16,1110,16,4.5593,0.013421,85
simulation_4spheres_1110_v17,1110,17,6.9026,0.001345,85
simulation_4spheres_1110_v18,1110,18,4.0737,0.003525,85
simulation_4spheres_1110_v19,1110,19,4.7426,0.002993,85
simulation_4spheres_1110_v20,1110,20,8.1850,0.011332,85
simulation_4spheres_1110_v21,1110,21,3.9799,0.001857,85
simulation_4spheres_1110_v22,1110,22,5.6835,0.010586,85
simulation_4spheres_1110_v23,1110,23,6.4991,0.001568,85
simulation_4spheres_1110_v24,1110,24,6.8312,0.016036,85
simulation_4spheres_1110_v25,1110,25,6.2374,0.002935,85
simulation_4spheres_1110_v26,1110,26,7.5842,0.012108,85
simulation_4spheres_1110_v27,1110,27,5.7942,0.018628,85
simulation_4spheres_1110_v28,1110,28,5.3594,0.011809,85
simulation_4spheres_1110_v29,1110,29,5.5884,0.009068,85
simulation_4spheres_1110_v30,1110,30,6.8530,0.017326,85
simulation_4spheres_1110_v31,1110,31,7.3580,0.008503,85
simulation_4spheres_1110_v32,1110,32,5.0681,0.013205,85
simulation_4spheres_1110_v33,1110,33,7.5745,0.018297,85
simulation_4spheres_1110_v34,1110,34,4.5309,0.003699,85
simulation_4spheres_1110_v35,1110,35,5.6359,0.012839,85
simulation_4spheres_1110_v36,1110,36,4.8243,0.011158,85
simulation_4spheres_1110_v37,1110,37,3.1807,0.008545,85
simulation_4spheres_1110_v38,1110,38,8.4829,0.010008,85
simulation_4spheres_1110_v39,1110,39,6.3770,0.016927,85
simulation_4spheres_1110_v40,1110,40,3.5628,0.017221,85
simulation_4spheres_1110_v41,1110,41,7.5430,0.008217,85
simulation_4spheres_1110_v42,1110,42,5.6414,0.002192,85
simulation_4spheres_1110_v43,1110,43,5.5126,0.007969,85
simulation_4spheres_1110_v44,1110,44,6.0946,0.013608,85
simulation_4spheres_1110_v45,1110,45,7.5794,0.015404,85
simulation_4spheres_1110_v46,1110,46,6.2159,0.009349,85
simulation_4spheres_1110_v47,1110,47,4.0994,0.010264,85
simulation_4spheres_1110_v48,1110,48,6.2286,0.011760,85
simulation_4spheres_1110_v49,1110,49,3.1019,0.016526,85
simulation_4spheres_1111_v0,1111,0,7.0743,0.003962,85
simulation_4spheres_1111_v1,1111,1,6.3700,0.016021,85
simulation_4spheres_1111_v2,1111,2,4.4153,0.009698,85
simulation_4spheres_1111_v3,1111,3,8.4643,0.005551,85
simulation_4spheres_1111_v4,1111,4,4.3716,0.012027,85
simulation_4spheres_1111_v5,1111,5,5.8566,0.001975,85
simulation_4spheres_1111_v6,1111,6,8.0304,0.007769,85
simulation_4spheres_1111_v7,1111,7,4.6667,0.018663,85
simulation_4spheres_1111_v8,1111,8,3.6655,0.008095,85
simulation_4spheres_1111_v9,1111,9,4.3911,0.006908,85
simulation_4spheres_1111_v10,1111,10,7.3027,0.017671,85
simulation_4spheres_1111_v11,1111,11,5.6766,0.011417,85
simulation_4spheres_1111_v12,1111,12,6.3075,0.006466,85
simulation_4spheres_1111_v13,1111,13,7.9166,0.009307,85
simulation_4spheres_1111_v14,1111,14,5.1394,0.002994,85
simulation_4spheres_1111_v15,1111,15,6.5599,0.014256,85
simulation_4spheres_1111_v16,1111,16,8.0705,0.018036,85
simulation_4spheres_1111_v17,1111,17,7.9635,0.016479,85
simulation_4spheres_1111_v18,1111,18,6.2326,0.001673,85
simulation_4spheres_1111_v19,1111,19,7.3393,0.018689,85
simulation_4spheres_1111_v20,1111,20,8.9103,0.016468,85
simulation_4spheres_1111_v21,1111,21,3.4266,0.009750,85
simulation_4spheres_1111_v22,1111,22,4.5797,0.004496,85
simulation_4spheres_1111_v23,1111,23,6.2585,0.019674,85
simulation_4spheres_1111_v24,1111,24,5.9852,0.007416,85
simulation_4spheres_1111_v25,1111,25,7.9326,0.016404,85
simulation_4spheres_1111_v26,1111,26,8.7127,0.008770,85
simulation_4spheres_1111_v27,1111,27,3.6491,0.002428,85
simulation_4spheres_1111_v28,1111,28,3.6824,0.017179,85
simulation_4spheres_1111_v29,1111,29,4.5304,0.011714,85
simulation_4spheres_1111_v30,1111,30,8.3042,0.005314,85
simulation_4spheres_1111_v31,1111,31,5.7401,0.013755,85
simulation_4spheres_1111_v32,1111,32,4.9959,0.001994,85
simulation_4spheres_1111_v33,1111,33,6.7595,0.007311,85
simulation_4spheres_1111_v34,1111,34,4.3101,0.003184,85
simulation_4spheres_1111_v35,1111,35,4.2476,0.008657,85
simulation_4spheres_1111_v36,1111,36,7.6484,0.019938,85
simulation_4spheres_1111_v37,1111,37,3.6541,0.007596,85
simulation_4spheres_1111_v38,1111,38,4.9530,0.017691,85
simulation_4spheres_1111_v39,1111,39,6.5437,0.002131,85
simulation_4spheres_1111_v40,1111,40,8.4820,0.001340,85
simulation_4spheres_1111_v41,1111,41,6.0049,0.019764,85
simulation_4spheres_1111_v42,1111,42,4.6794,0.001019,85
simulation_4spheres_1111_v43,1111,43,8.2929,0.013809,85
simulation_4spheres_1111_v44,1111,44,4.2485,0.018282,85
simulation_4spheres_1111_v45,1111,45,4.0693,0.013428,85
simulation_4spheres_1111_v46,1111,46,8.3968,0.001561,85
simulation_4spheres_1111_v47,1111,47,3.1844,0.003207,85
simulation_4spheres_1111_v48,1111,48,5.8925,0.015295,85
simulation_4spheres_1111_v49,1111,49,7.0013,0.018369,85
