Filename,Case_Bits,Variation_ID,Soil_Er,Soil_Cond,N_Traces
simulation_4spheres_0010_v5,0010,5,8.3500,0.004677,85
simulation_4spheres_0010_v6,0010,6,5.5843,0.018376,85
simulation_4spheres_0010_v7,0010,7,6.6577,0.015363,85
simulation_4spheres_0010_v8,0010,8,4.5290,0.004397,85
simulation_4spheres_0010_v9,0010,9,3.3332,0.008924,85
simulation_4spheres_0010_v10,0010,10,4.7843,0.012348,85
simulation_4spheres_0010_v11,0010,11,3.6445,0.009016,85
simulation_4spheres_0010_v12,0010,12,6.9323,0.017545,85
simulation_4spheres_0010_v13,0010,13,6.6513,0.003288,85
simulation_4spheres_0010_v14,0010,14,4.3908,0.011969,85
simulation_4spheres_0010_v15,0010,15,7.4330,0.014828,85
simulation_4spheres_0010_v16,0010,16,4.9913,0.019746,85
simulation_4spheres_0010_v17,0010,17,8.8163,0.011213,85
simulation_4spheres_0010_v18,0010,18,8.3739,0.016913,85
simulation_4spheres_0010_v19,0010,19,7.0978,0.008623,85
simulation_4spheres_0010_v20,0010,20,7.0590,0.013080,85
simulation_4spheres_0010_v21,0010,21,3.3405,0.006481,85
simulation_4spheres_0010_v22,0010,22,3.4950,0.014059,85
simulation_4spheres_0010_v23,0010,23,7.0791,0.005055,85
simulation_4spheres_0010_v24,0010,24,3.1287,0.016517,85
simulation_4spheres_0010_v25,0010,25,7.3001,0.007061,85
simulation_4spheres_0010_v26,0010,26,8.1404,0.010476,85
simulation_4spheres_0010_v27,0010,27,4.1409,0.018186,85
simulation_4spheres_0010_v28,0010,28,5.7137,0.010481,85
simulation_4spheres_0010_v29,0010,29,7.6849,0.008449,85
simulation_4spheres_0010_v30,0010,30,5.6129,0.004169,85
simulation_4spheres_0010_v31,0010,31,3.2583,0.011278,85
simulation_4spheres_0010_v32,0010,32,6.8021,0.011828,85
simulation_4spheres_0010_v33,0010,33,8.3147,0.007670,85
simulation_4spheres_0010_v34,0010,34,6.4840,0.006439,85
simulation_4spheres_0010_v35,0010,35,7.7602,0.001339,85
simulation_4spheres_0010_v36,0010,36,8.9759,0.005189,85
simulation_4spheres_0010_v37,0010,37,5.5530,0.001175,85
simulation_4spheres_0010_v38,0010,38,4.0676,0.006019,85
simulation_4spheres_0010_v39,0010,39,8.7807,0.005548,85
simulation_4spheres_0010_v40,0010,40,3.7569,0.018168,85
simulation_4spheres_0010_v41,0010,41,6.1131,0.011848,85
simulation_4spheres_0010_v42,0010,42,7.6705,0.017714,85
simulation_4spheres_0010_v43,0010,43,5.4388,0.014221,85
simulation_4spheres_0010_v44,0010,44,6.7366,0.010285,85
simulation_4spheres_0010_v45,0010,45,6.1814,0.012011,85
simulation_4spheres_0010_v46,0010,46,6.6833,0.019296,85
simulation_4spheres_0010_v47,0010,47,4.7767,0.002894,85
simulation_4spheres_0010_v48,0010,48,3.9764,0.009166,85
simulation_4spheres_0010_v49,0010,49,4.1470,0.009278,85
simulation_4spheres_0011_v0,0011,0,5.7942,0.010391,85
simulation_4spheres_0011_v1,0011,1,3.2673,0.006743,85
simulation_4spheres_0011_v2,0011,2,7.4828,0.003585,85
simulation_4spheres_0011_v3,0011,3,3.5951,0.002032,85
simulation_4spheres_0011_v4,0011,4,4.8274,0.010729,85
simulation_4spheres_0011_v5,0011,5,3.6079,0.013229,85
simulation_4spheres_0011_v6,0011,6,4.6833,0.008711,85
simulation_4spheres_0011_v7,0011,7,8.6679,0.013780,85
simulation_4spheres_0011_v8,0011,8,8.6597,0.003674,85
simulation_4spheres_0011_v9,0011,9,5.3538,0.008965,85
simulation_4spheres_0011_v10,0011,10,4.6111,0.004303,85
simulation_4spheres_0011_v11,0011,11,7.3930,0.018037,85
simulation_4spheres_0011_v12,0011,12,8.9099,0.006503,85
simulation_4spheres_0011_v13,0011,13,4.3555,0.019889,85
simulation_4spheres_0011_v14,0011,14,4.7447,0.016361,85
simulation_4spheres_0011_v15,0011,15,8.6898,0.013222,85
simulation_4spheres_0011_v16,0011,16,7.9006,0.019151,85
simulation_4spheres_0011_v17,0011,17,7.1424,0.002023,85
simulation_4spheres_0011_v18,0011,18,4.4435,0.012147,85
simulation_4spheres_0011_v19,0011,19,4.8531,0.009761,85
simulation_4spheres_0011_v20,0011,20,7.1385,0.011051,85
simulation_4spheres_0011_v21,0011,21,3.3600,0.004601,85
simulation_4spheres_0011_v22,0011,22,3.4513,0.016913,85
simulation_4spheres_0011_v23,0011,23,7.9878,0.013332,85
simulation_4spheres_0011_v24,0011,24,6.1585,0.002589,85
simulation_4spheres_0011_v25,0011,25,3.5207,0.004870,85
simulation_4spheres_0011_v26,0011,26,7.4598,0.013657,85
simulation_4spheres_0011_v27,0011,27,8.2463,0.005006,85
simulation_4spheres_0011_v28,0011,28,8.2309,0.019842,85
simulation_4spheres_0011_v29,0011,29,6.7039,0.012785,85
simulation_4spheres_0011_v30,0011,30,8.4166,0.005964,85
simulation_4spheres_0011_v31,0011,31,8.5630,0.010917,85
simulation_4spheres_0011_v32,0011,32,8.3116,0.018763,85
simulation_4spheres_0011_v33,0011,33,7.8234,0.012621,85
simulation_4spheres_0011_v34,0011,34,7.1377,0.009930,85
simulation_4spheres_0011_v35,0011,35,5.5786,0.017356,85
simulation_4spheres_0011_v36,0011,36,4.1736,0.015409,85
simulation_4spheres_0011_v37,0011,37,3.5959,0.015807,85
simulation_4spheres_0011_v38,0011,38,8.4248,0.010236,85
simulation_4spheres_0011_v39,0011,39,5.8318,0.011357,85
simulation_4spheres_0011_v40,0011,40,3.0363,0.016259,85
simulation_4spheres_0011_v41,0011,41,7.3052,0.008369,85
simulation_4spheres_0011_v42,0011,42,4.7060,0.012533,85
simulation_4spheres_0011_v43,0011,43,6.3712,0.004856,85
simulation_4spheres_0011_v44,0011,44,4.2872,0.008044,85
simulation_4spheres_0011_v45,0011,45,5.8347,0.001839,85
simulation_4spheres_0011_v46,0011,46,7.0910,0.019490,85
simulation_4spheres_0011_v47,0011,47,4.2746,0.017019,85
simulation_4spheres_0011_v48,0011,48,8.0436,0.007003,85
simulation_4spheres_0011_v49,0011,49,5.7906,0.015939,85
simulation_4spheres_0100_v0,0100,0,5.1113,0.002062,85
simulation_4spheres_0100_v1,0100,1,5.5277,0.014232,85
simulation_4spheres_0100_v2,0100,2,7.0809,0.001912,85
simulation_4spheres_0100_v3,0100,3,8.2966,0.019257,85
simulation_4spheres_0100_v4,0100,4,7.2732,0.015407,85
simulation_4spheres_0100_v5,0100,5,3.5181,0.009023,85
simulation_4spheres_0100_v6,0100,6,4.9808,0.015897,85
simulation_4spheres_0100_v7,0100,7,5.2046,0.002944,85
simulation_4spheres_0100_v8,0100,8,7.2517,0.017211,85
simulation_4spheres_0100_v9,0100,9,8.2146,0.002272,85
simulation_4spheres_0100_v10,0100,10,5.5631,0.002375,85
simulation_4spheres_0100_v11,0100,11,3.8527,0.010009,85
simulation_4spheres_0100_v12,0100,12,7.7242,0.007717,85
simulation_4spheres_0100_v13,0100,13,5.6695,0.002513,85
simulation_4spheres_0100_v14,0100,14,7.4389,0.014746,85
simulation_4spheres_0100_v15,0100,15,4.0992,0.003852,85
simulation_4spheres_0100_v16,0100,16,3.0354,0.009538,85
simulation_4spheres_0100_v17,0100,17,5.9221,0.013982,85
simulation_4spheres_0100_v18,0100,18,8.7864,0.010972,85
simulation_4spheres_0100_v19,0100,19,4.9050,0.016748,85
simulation_4spheres_0100_v20,0100,20,3.7453,0.013184,85
simulation_4spheres_0100_v21,0100,21,8.1557,0.015612,85
simulation_4spheres_0100_v22,0100,22,5.1408,0.006162,85
simulation_4spheres_0100_v23,0100,23,5.7725,0.019577,85
simulation_4spheres_0100_v24,0100,24,5.5811,0.016402,85
simulation_4spheres_0100_v25,0100,25,5.5749,0.011653,85
simulation_4spheres_0100_v26,0100,26,3.6386,0.001757,85
simulation_4spheres_0100_v27,0100,27,3.5625,0.012955,85
simulation_4spheres_0100_v28,0100,28,5.6792,0.003680,85
simulation_4spheres_0100_v29,0100,29,3.8961,0.004260,85
simulation_4spheres_0100_v30,0100,30,8.9945,0.002278,85
simulation_4spheres_0100_v31,0100,31,8.4963,0.015740,85
simulation_4spheres_0100_v32,0100,32,6.0775,0.010241,85
simulation_4spheres_0100_v33,0100,33,4.7604,0.012450,85
simulation_4spheres_0100_v34,0100,34,4.0079,0.008042,85
simulation_4spheres_0100_v35,0100,35,6.1188,0.011060,85
simulation_4spheres_0100_v36,0100,36,4.3469,0.001075,85
simulation_4spheres_0100_v37,0100,37,7.5198,0.008881,85
simulation_4spheres_0100_v38,0100,38,3.1343,0.012089,85
simulation_4spheres_0100_v39,0100,39,8.4816,0.007048,85
simulation_4spheres_0100_v40,0100,40,7.8503,0.001892,85
simulation_4spheres_0100_v41,0100,41,5.8222,0.015773,85
simulation_4spheres_0100_v42,0100,42,3.8562,0.018091,85
simulation_4spheres_0100_v43,0100,43,5.1711,0.015006,85
simulation_4spheres_0100_v44,0100,44,5.3946,0.007199,85
simulation_4spheres_0100_v45,0100,45,3.0721,0.018233,85
simulation_4spheres_0100_v46,0100,46,7.8613,0.013160,85
simulation_4spheres_0100_v47,0100,47,4.6204,0.007682,85
simulation_4spheres_0100_v48,0100,48,7.6317,0.018177,85
simulation_4spheres_0100_v49,0100,49,5.5525,0.001651,85
simulation_4spheres_0101_v0,0101,0,5.6105,0.005356,85
simulation_4spheres_0101_v1,0101,1,5.3455,0.011378,85
simulation_4spheres_0101_v2,0101,2,4.9756,0.019313,85
simulation_4spheres_0101_v3,0101,3,6.8891,0.011907,85
simulation_4spheres_0101_v4,0101,4,7.3219,0.010198,85
simulation_4spheres_0101_v5,0101,5,6.0561,0.004763,85
simulation_4spheres_0101_v6,0101,6,8.7373,0.016203,85
simulation_4spheres_0101_v7,0101,7,5.3044,0.002536,85
simulation_4spheres_0101_v8,0101,8,6.9625,0.009642,85
simulation_4spheres_0101_v9,0101,9,8.3265,0.014003,85
simulation_4spheres_0101_v10,0101,10,8.5923,0.018896,85
simulation_4spheres_0101_v11,0101,11,3.4757,0.010420,85
simulation_4spheres_0101_v12,0101,12,6.2287,0.002395,85
simulation_4spheres_0101_v13,0101,13,6.9246,0.001128,85
simulation_4spheres_0101_v14,0101,14,3.9692,0.007269,85
simulation_4spheres_0101_v15,0101,15,3.2793,0.003219,85
simulation_4spheres_0101_v16,0101,16,4.6878,0.005008,85
simulation_4spheres_0101_v17,0101,17,8.9015,0.014362,85
simulation_4spheres_0101_v18,0101,18,7.6728,0.013381,85
simulation_4spheres_0101_v19,0101,19,8.4753,0.018396,85
simulation_4spheres_0101_v20,0101,20,7.8609,0.005724,85
simulation_4spheres_0101_v21,0101,21,3.0439,0.011847,85
simulation_4spheres_0101_v22,0101,22,3.1254,0.009899,85
simulation_4spheres_0101_v23,0101,23,8.9418,0.009116,85
simulation_4spheres_0101_v24,0101,24,8.6258,0.005109,85
simulation_4spheres_0101_v25,0101,25,4.8831,0.002354,85
simulation_4spheres_0101_v26,0101,26,7.5006,0.016149,85
simulation_4spheres_0101_v27,0101,27,7.1885,0.013505,85
simulation_4spheres_0101_v28,0101,28,6.3884,0.015913,85
simulation_4spheres_0101_v29,0101,29,7.5560,0.007213,85
simulation_4spheres_0101_v30,0101,30,7.9209,0.018565,85
simulation_4spheres_0101_v31,0101,31,4.8057,0.012705,85
simulation_4spheres_0101_v32,0101,32,3.8291,0.016510,85
simulation_4spheres_0101_v33,0101,33,4.8314,0.009202,85
simulation_4spheres_0101_v34,0101,34,3.1739,0.016804,85
simulation_4spheres_0101_v35,0101,35,5.8802,0.003416,85
simulation_4spheres_0101_v36,0101,36,4.1642,0.008221,85
simulation_4spheres_0101_v37,0101,37,6.6275,0.015130,85
simulation_4spheres_0101_v38,0101,38,6.6307,0.014361,85
simulation_4spheres_0101_v39,0101,39,6.6972,0.009354,85
simulation_4spheres_0101_v40,0101,40,7.1675,0.008327,85
simulation_4spheres_0101_v41,0101,41,4.4651,0.001776,85
simulation_4spheres_0101_v42,0101,42,4.7684,0.019898,85
simulation_4spheres_0101_v43,0101,43,3.1078,0.009384,85
simulation_4spheres_0101_v44,0101,44,7.5734,0.010323,85
simulation_4spheres_0101_v45,0101,45,4.1420,0.008262,85
simulation_4spheres_0101_v46,0101,46,8.7515,0.013527,85
simulation_4spheres_0101_v47,0101,47,7.3756,0.002726,85
simulation_4spheres_0101_v48,0101,48,7.4037,0.008254,85
simulation_4spheres_0101_v49,0101,49,4.5096,0.004158,85
simulation_4spheres_0110_v0,0110,0,5.0051,0.005930,85
simulation_4spheres_0110_v1,0110,1,4.2039,0.017526,85
simulation_4spheres_0110_v2,0110,2,6.4419,0.002548,85
simulation_4spheres_0110_v3,0110,3,3.6612,0.009540,85
simulation_4spheres_0110_v4,0110,4,7.7028,0.006563,85
simulation_4spheres_0110_v5,0110,5,5.4685,0.007576,85
simulation_4spheres_0110_v6,0110,6,7.3535,0.003345,85
simulation_4spheres_0110_v7,0110,7,7.3113,0.001082,85
simulation_4spheres_0110_v8,0110,8,7.9112,0.007504,85
simulation_4spheres_0110_v9,0110,9,6.6739,0.013618,85
simulation_4spheres_0110_v10,0110,10,8.3943,0.019668,85
simulation_4spheres_0110_v11,0110,11,7.1051,0.002624,85
simulation_4spheres_0110_v12,0110,12,4.2110,0.010058,85
simulation_4spheres_0110_v13,0110,13,3.7063,0.006977,85
simulation_4spheres_0110_v14,0110,14,3.2881,0.012713,85
simulation_4spheres_0110_v15,0110,15,8.8377,0.003985,85
simulation_4spheres_0110_v16,0110,16,7.4263,0.019845,85
simulation_4spheres_0110_v17,0110,17,7.9392,0.009696,85
simulation_4spheres_0110_v18,0110,18,4.5752,0.017247,85
simulation_4spheres_0110_v19,0110,19,5.3060,0.006342,85
simulation_4spheres_0110_v20,0110,20,5.0838,0.012301,85
simulation_4spheres_0110_v21,0110,21,6.0853,0.015317,85
simulation_4spheres_0110_v22,0110,22,3.0562,0.007078,85
simulation_4spheres_0110_v23,0110,23,6.6442,0.005602,85
simulation_4spheres_0110_v24,0110,24,5.2779,0.002220,85
simulation_4spheres_0110_v25,0110,25,8.0936,0.002989,85
simulation_4spheres_0110_v26,0110,26,3.6984,0.010230,85
simulation_4spheres_0110_v27,0110,27,6.0233,0.004066,85
simulation_4spheres_0110_v28,0110,28,8.4066,0.017855,85
simulation_4spheres_0110_v29,0110,29,5.7652,0.018517,85
simulation_4spheres_0110_v30,0110,30,4.9380,0.005105,85
simulation_4spheres_0110_v31,0110,31,4.6892,0.015394,85
simulation_4spheres_0110_v32,0110,32,3.8931,0.005233,85
simulation_4spheres_0110_v33,0110,33,7.9288,0.009587,85
simulation_4spheres_0110_v34,0110,34,7.4554,0.015471,85
simulation_4spheres_0110_v35,0110,35,4.4702,0.008246,85
simulation_4spheres_0110_v36,0110,36,4.3211,0.014131,85
simulation_4spheres_0110_v37,0110,37,6.9545,0.010742,85
simulation_4spheres_0110_v38,0110,38,6.2850,0.012078,85
simulation_4spheres_0110_v39,0110,39,5.3421,0.001496,85
simulation_4spheres_0110_v40,0110,40,7.6817,0.002341,85
simulation_4spheres_0110_v41,0110,41,3.3086,0.019377,85
simulation_4spheres_0110_v42,0110,42,6.7801,0.006776,85
simulation_4spheres_0110_v43,0110,43,4.5426,0.013323,85
simulation_4spheres_0110_v44,0110,44,5.7909,0.007877,85
simulation_4spheres_0110_v45,0110,45,6.0512,0.003090,85
simulation_4spheres_0110_v46,0110,46,8.8120,0.002834,85
simulation_4spheres_0110_v47,0110,47,3.6886,0.012709,85
simulation_4spheres_0110_v48,0110,48,8.9389,0.017692,85
simulation_4spheres_0110_v49,0110,49,5.6452,0.011098,85
simulation_4spheres_0111_v0,0111,0,3.3783,0.016785,85
simulation_4spheres_0111_v1,0111,1,4.1004,0.001218,85
simulation_4spheres_0111_v2,0111,2,4.7900,0.007728,85
simulation_4spheres_0111_v3,0111,3,5.0601,0.002633,85
simulation_4spheres_0111_v4,0111,4,8.7898,0.018950,85
simulation_4spheres_0111_v5,0111,5,6.3313,0.010165,85
simulation_4spheres_0111_v6,0111,6,7.7183,0.011623,85
simulation_4spheres_0111_v7,0111,7,7.0976,0.005620,85
simulation_4spheres_0111_v8,0111,8,4.4156,0.018823,85
simulation_4spheres_0111_v9,0111,9,7.5536,0.004795,85
simulation_4spheres_0111_v10,0111,10,3.6838,0.009954,85
simulation_4spheres_0111_v11,0111,11,8.2258,0.003080,85
simulation_4spheres_0111_v12,0111,12,4.0897,0.006607,85
simulation_4spheres_0111_v13,0111,13,6.6610,0.011859,85
simulation_4spheres_0111_v14,0111,14,7.7396,0.006825,85
simulation_4spheres_0111_v15,0111,15,6.0780,0.010060,85
simulation_4spheres_0111_v16,0111,16,5.6661,0.001169,85
simulation_4spheres_0111_v17,0111,17,4.7749,0.019824,85
simulation_4spheres_0111_v18,0111,18,3.5233,0.011407,85
simulation_4spheres_0111_v19,0111,19,8.4514,0.013225,85
simulation_4spheres_0111_v20,0111,20,4.6885,0.019510,85
simulation_4spheres_0111_v21,0111,21,5.5938,0.016495,85
simulation_4spheres_0111_v22,0111,22,8.5409,0.019164,85
simulation_4spheres_0111_v23,0111,23,3.3139,0.014901,85
simulation_4spheres_0111_v24,0111,24,3.9837,0.015477,85
simulation_4spheres_0111_v25,0111,25,6.7161,0.009496,85
simulation_4spheres_0111_v26,0111,26,3.0439,0.017277,85
simulation_4spheres_0111_v27,0111,27,5.9981,0.010510,85
simulation_4spheres_0111_v28,0111,28,7.0001,0.003127,85
simulation_4spheres_0111_v29,0111,29,7.3986,0.004755,85
simulation_4spheres_0111_v30,0111,30,8.5694,0.011067,85
simulation_4spheres_0111_v31,0111,31,5.8722,0.016041,85
simulation_4spheres_0111_v32,0111,32,6.6600,0.006002,85
simulation_4spheres_0111_v33,0111,33,3.1215,0.012865,85
simulation_4spheres_0111_v34,0111,34,8.9344,0.001714,85
simulation_4spheres_0111_v35,0111,35,6.9504,0.010442,85
simulation_4spheres_0111_v36,0111,36,8.3604,0.012543,85
simulation_4spheres_0111_v37,0111,37,7.1305,0.005336,85
simulation_4spheres_0111_v38,0111,38,8.3450,0.014577,85
simulation_4spheres_0111_v39,0111,39,4.3555,0.017087,85
simulation_4spheres_0111_v40,0111,40,6.8601,0.005687,85
simulation_4spheres_0111_v41,0111,41,4.0587,0.007544,85
simulation_4spheres_0111_v42,0111,42,6.3097,0.009188,85
simulation_4spheres_0111_v43,0111,43,7.7871,0.017029,85
simulation_4spheres_0111_v44,0111,44,5.6807,0.012051,85
simulation_4spheres_0111_v45,0111,45,5.1584,0.008218,85
simulation_4spheres_0111_v46,0111,46,8.4689,0.003561,85
simulation_4spheres_0111_v47,0111,47,3.4246,0.005117,85
simulation_4spheres_0111_v48,0111,48,5.4394,0.008593,85
simulation_4spheres_0111_v49,0111,49,3.5015,0.014074,85
simulation_4spheres_1000_v0,1000,0,8.8637,0.009959,85
simulation_4spheres_1000_v1,1000,1,5.8571,0.013084,85
simulation_4spheres_1000_v2,1000,2,6.8347,0.001591,85
simulation_4spheres_1000_v3,1000,3,4.7829,0.006303,85
simulation_4spheres_1000_v4,1000,4,3.0236,0.014539,85
simulation_4spheres_1000_v5,1000,5,5.0846,0.012291,85
simulation_4spheres_1000_v6,1000,6,3.4422,0.019328,85
simulation_4spheres_1000_v7,1000,7,7.1746,0.005496,85
simulation_4spheres_1000_v8,1000,8,8.5070,0.010625,85
simulation_4spheres_1000_v9,1000,9,6.9761,0.013260,85
simulation_4spheres_1000_v10,1000,10,7.3285,0.009103,85
simulation_4spheres_1000_v11,1000,11,6.6922,0.001857,85
simulation_4spheres_1000_v12,1000,12,4.5838,0.019124,85
simulation_4spheres_1000_v13,1000,13,3.0612,0.018741,85
simulation_4spheres_1000_v14,1000,14,8.5781,0.011055,85
simulation_4spheres_1000_v15,1000,15,7.5962,0.009858,85
simulation_4spheres_1000_v16,1000,16,5.5423,0.004765,85
simulation_4spheres_1000_v17,1000,17,3.8733,0.001010,85
simulation_4spheres_1000_v18,1000,18,8.8751,0.013734,85
simulation_4spheres_1000_v19,1000,19,7.1293,0.002197,85
simulation_4spheres_1000_v20,1000,20,7.8704,0.004645,85
simulation_4spheres_1000_v21,1000,21,4.9196,0.007863,85
simulation_4spheres_1000_v22,1000,22,4.6507,0.002332,85
simulation_4spheres_1000_v23,1000,23,4.2082,0.019577,85
simulation_4spheres_1000_v24,1000,24,8.8568,0.004370,85
simulation_4spheres_1000_v25,1000,25,8.1316,0.012748,85
simulation_4spheres_1000_v26,1000,26,5.3016,0.008123,85
simulation_4spheres_1000_v27,1000,27,5.1300,0.018473,85
simulation_4spheres_1000_v28,1000,28,8.0860,0.009551,85
simulation_4spheres_1000_v29,1000,29,5.0992,0.017192,85
simulation_4spheres_1000_v30,1000,30,3.1568,0.004122,85
simulation_4spheres_1000_v31,1000,31,7.1027,0.010330,85
simulation_4spheres_1000_v32,1000,32,8.4358,0.018613,85
simulation_4spheres_1000_v33,1000,33,6.1080,0.006617,85
simulation_4spheres_1000_v34,1000,34,8.7402,0.013872,85
