Filename,Case_Bits,Variation_ID,Soil_Er,Soil_Cond,N_Traces
simulation_4spheres_1000_v31,1000,31,5.3591,0.007641,85
simulation_4spheres_1000_v32,1000,32,7.0062,0.013201,85
simulation_4spheres_1000_v33,1000,33,8.9946,0.005966,85
simulation_4spheres_1000_v34,1000,34,8.6727,0.014306,85
simulation_4spheres_1000_v35,1000,35,5.2568,0.011886,85
simulation_4spheres_1000_v36,1000,36,8.4136,0.014372,85
simulation_4spheres_1000_v37,1000,37,7.3750,0.010605,85
simulation_4spheres_1000_v38,1000,38,4.4110,0.013203,85
simulation_4spheres_1000_v39,1000,39,8.0286,0.001522,85
simulation_4spheres_1000_v40,1000,40,8.9940,0.012100,85
simulation_4spheres_1000_v41,1000,41,3.5378,0.015870,85
simulation_4spheres_1000_v42,1000,42,6.6053,0.019312,85
simulation_4spheres_1000_v43,1000,43,5.6833,0.008975,85
simulation_4spheres_1000_v44,1000,44,4.0132,0.007243,85
simulation_4spheres_1000_v45,1000,45,4.8342,0.010735,85
simulation_4spheres_1000_v46,1000,46,6.6520,0.005779,85
simulation_4spheres_1000_v47,1000,47,7.1719,0.001383,85
simulation_4spheres_1000_v48,1000,48,3.8463,0.002512,85
simulation_4spheres_1000_v49,1000,49,4.0267,0.007212,85
simulation_4spheres_1001_v0,1001,0,7.6074,0.014432,85
simulation_4spheres_1001_v1,1001,1,7.4178,0.001770,85
simulation_4spheres_1001_v2,1001,2,4.9256,0.019191,85
simulation_4spheres_1001_v3,1001,3,8.3548,0.018741,85
simulation_4spheres_1001_v4,1001,4,6.7192,0.010891,85
simulation_4spheres_1001_v5,1001,5,4.5257,0.002686,85
simulation_4spheres_1001_v6,1001,6,8.7619,0.001892,85
simulation_4spheres_1001_v7,1001,7,7.0476,0.002052,85
simulation_4spheres_1001_v8,1001,8,6.7691,0.003047,85
simulation_4spheres_1001_v9,1001,9,7.0026,0.007630,85
simulation_4spheres_1001_v10,1001,10,6.9869,0.019413,85
simulation_4spheres_1001_v11,1001,11,4.0303,0.007118,85
simulation_4spheres_1001_v12,1001,12,8.9088,0.019335,85
simulation_4spheres_1001_v13,1001,13,5.0814,0.006105,85
simulation_4spheres_1001_v14,1001,14,4.7085,0.001492,85
simulation_4spheres_1001_v15,1001,15,7.7957,0.004010,85
simulation_4spheres_1001_v16,1001,16,5.9420,0.003678,85
simulation_4spheres_1001_v17,1001,17,4.3460,0.019795,85
simulation_4spheres_1001_v18,1001,18,8.4873,0.002673,85
simulation_4spheres_1001_v19,1001,19,6.3856,0.001731,85
simulation_4spheres_1001_v20,1001,20,8.7660,0.015185,85
simulation_4spheres_1001_v21,1001,21,5.4327,0.011029,85
simulation_4spheres_1001_v22,1001,22,4.7569,0.019614,85
simulation_4spheres_1001_v23,1001,23,3.5499,0.005710,85
simulation_4spheres_1001_v24,1001,24,7.1606,0.002119,85
simulation_4spheres_1001_v25,1001,25,5.0091,0.004759,85
simulation_4spheres_1001_v26,1001,26,6.8056,0.012799,85
simulation_4spheres_1001_v27,1001,27,7.5865,0.019546,85
simulation_4spheres_1001_v28,1001,28,7.6754,0.011502,85
simulation_4spheres_1001_v29,1001,29,7.5566,0.019138,85
simulation_4spheres_1001_v30,1001,30,8.7035,0.014293,85
simulation_4spheres_1001_v31,1001,31,4.5469,0.003269,85
simulation_4spheres_1001_v32,1001,32,8.6027,0.012367,85
simulation_4spheres_1001_v33,1001,33,6.2724,0.018160,85
simulation_4spheres_1001_v34,1001,34,4.7197,0.001432,85
simulation_4spheres_1001_v35,1001,35,3.9375,0.014536,85
simulation_4spheres_1001_v36,1001,36,8.8076,0.015441,85
simulation_4spheres_1001_v37,1001,37,5.2897,0.015943,85
simulation_4spheres_1001_v38,1001,38,4.4227,0.003676,85
simulation_4spheres_1001_v39,1001,39,7.7279,0.012840,85
simulation_4spheres_1001_v40,1001,40,6.0047,0.019342,85
simulation_4spheres_1001_v41,1001,41,3.8856,0.004418,85
simulation_4spheres_1001_v42,1001,42,8.5941,0.017283,85
simulation_4spheres_1001_v43,1001,43,7.3070,0.003995,85
simulation_4spheres_1001_v44,1001,44,5.2978,0.002476,85
simulation_4spheres_1001_v45,1001,45,5.8882,0.002378,85
simulation_4spheres_1001_v46,1001,46,8.1498,0.001700,85
simulation_4spheres_1001_v47,1001,47,5.5565,0.007239,85
simulation_4spheres_1001_v48,1001,48,3.6479,0.009528,85
simulation_4spheres_1001_v49,1001,49,3.2744,0.004524,85
simulation_4spheres_1010_v0,1010,0,4.6949,0.017796,85
simulation_4spheres_1010_v1,1010,1,7.9853,0.018236,85
simulation_4spheres_1010_v2,1010,2,8.0176,0.013854,85
simulation_4spheres_1010_v3,1010,3,7.5193,0.004884,85
simulation_4spheres_1010_v4,1010,4,6.3515,0.006735,85
simulation_4spheres_1010_v5,1010,5,7.1534,0.013651,85
simulation_4spheres_1010_v6,1010,6,5.7559,0.009856,85
simulation_4spheres_1010_v7,1010,7,6.2875,0.012288,85
simulation_4spheres_1010_v8,1010,8,3.0158,0.007618,85
simulation_4spheres_1010_v9,1010,9,6.9421,0.010461,85
simulation_4spheres_1010_v10,1010,10,5.5943,0.002752,85
simulation_4spheres_1010_v11,1010,11,3.5193,0.010884,85
simulation_4spheres_1010_v12,1010,12,6.6973,0.001586,85
simulation_4spheres_1010_v13,1010,13,5.1719,0.012341,85
simulation_4spheres_1010_v14,1010,14,4.5961,0.016972,85
simulation_4spheres_1010_v15,1010,15,4.9482,0.012978,85
simulation_4spheres_1010_v16,1010,16,3.1838,0.018674,85
simulation_4spheres_1010_v17,1010,17,7.0727,0.012000,85
simulation_4spheres_1010_v18,1010,18,7.2802,0.018516,85
simulation_4spheres_1010_v19,1010,19,5.4268,0.005426,85
simulation_4spheres_1010_v20,1010,20,3.4936,0.018395,85
simulation_4spheres_1010_v21,1010,21,8.3191,0.005774,85
simulation_4spheres_1010_v22,1010,22,3.4112,0.009407,85
simulation_4spheres_1010_v23,1010,23,6.8967,0.012028,85
simulation_4spheres_1010_v24,1010,24,4.5475,0.007287,85
simulation_4spheres_1010_v25,1010,25,8.4171,0.005081,85
simulation_4spheres_1010_v26,1010,26,5.8867,0.007516,85
simulation_4spheres_1010_v27,1010,27,4.4670,0.002456,85
simulation_4spheres_1010_v28,1010,28,5.6098,0.002084,85
simulation_4spheres_1010_v29,1010,29,3.2197,0.009666,85
simulation_4spheres_1010_v30,1010,30,6.6395,0.005071,85
simulation_4spheres_1010_v31,1010,31,5.7596,0.010949,85
simulation_4spheres_1010_v32,1010,32,8.8520,0.011086,85
simulation_4spheres_1010_v33,1010,33,7.2446,0.019505,85
simulation_4spheres_1010_v34,1010,34,5.1149,0.011292,85
simulation_4spheres_1010_v35,1010,35,8.2250,0.015787,85
simulation_4spheres_1010_v36,1010,36,7.4104,0.010947,85
simulation_4spheres_1010_v37,1010,37,3.7175,0.018635,85
simulation_4spheres_1010_v38,1010,38,4.2749,0.014241,85
simulation_4spheres_1010_v39,1010,39,8.1119,0.008487,85
simulation_4spheres_1010_v40,1010,40,4.4452,0.001660,85
simulation_4spheres_1010_v41,1010,41,7.1688,0.016380,85
simulation_4spheres_1010_v42,1010,42,7.5692,0.018922,85
simulation_4spheres_1010_v43,1010,43,3.2784,0.018108,85
simulation_4spheres_1010_v44,1010,44,5.4078,0.010066,85
simulation_4spheres_1010_v45,1010,45,5.3821,0.014715,85
simulation_4spheres_1010_v46,1010,46,3.6912,0.005975,85
simulation_4spheres_1010_v47,1010,47,3.4133,0.004358,85
simulation_4spheres_1010_v48,1010,48,5.9095,0.008368,85
simulation_4spheres_1010_v49,1010,49,6.8698,0.008031,85
simulation_4spheres_1011_v0,1011,0,6.2722,0.016387,85
simulation_4spheres_1011_v1,1011,1,5.6486,0.007616,85
simulation_4spheres_1011_v2,1011,2,6.9165,0.016488,85
simulation_4spheres_1011_v3,1011,3,3.7729,0.002908,85
simulation_4spheres_1011_v4,1011,4,3.6842,0.017759,85
simulation_4spheres_1011_v5,1011,5,7.5197,0.006403,85
simulation_4spheres_1011_v6,1011,6,5.7564,0.006691,85
simulation_4spheres_1011_v7,1011,7,7.6626,0.001127,85
simulation_4spheres_1011_v8,1011,8,8.7538,0.019731,85
simulation_4spheres_1011_v9,1011,9,8.5884,0.005731,85
simulation_4spheres_1011_v10,1011,10,4.5592,0.018494,85
simulation_4spheres_1011_v11,1011,11,7.1252,0.015830,85
simulation_4spheres_1011_v12,1011,12,6.5027,0.012234,85
simulation_4spheres_1011_v13,1011,13,6.6637,0.005570,85
simulation_4spheres_1011_v14,1011,14,6.7868,0.007759,85
simulation_4spheres_1011_v15,1011,15,7.5548,0.011002,85
simulation_4spheres_1011_v16,1011,16,6.7015,0.006725,85
simulation_4spheres_1011_v17,1011,17,4.3623,0.009935,85
simulation_4spheres_1011_v18,1011,18,4.5105,0.003725,85
simulation_4spheres_1011_v19,1011,19,6.3668,0.004685,85
simulation_4spheres_1011_v20,1011,20,8.1869,0.003280,85
simulation_4spheres_1011_v21,1011,21,8.9328,0.009968,85
simulation_4spheres_1011_v22,1011,22,7.3450,0.011599,85
simulation_4spheres_1011_v23,1011,23,8.1754,0.002447,85
simulation_4spheres_1011_v24,1011,24,3.2667,0.016215,85
simulation_4spheres_1011_v25,1011,25,5.3918,0.004856,85
simulation_4spheres_1011_v26,1011,26,8.2784,0.003362,85
simulation_4spheres_1011_v27,1011,27,6.5092,0.008563,85
simulation_4spheres_1011_v28,1011,28,3.6969,0.012513,85
simulation_4spheres_1011_v29,1011,29,5.0458,0.009555,85
simulation_4spheres_1011_v30,1011,30,5.5315,0.018285,85
simulation_4spheres_1011_v31,1011,31,6.4676,0.015691,85
simulation_4spheres_1011_v32,1011,32,4.9893,0.017130,85
simulation_4spheres_1011_v33,1011,33,4.7128,0.014777,85
simulation_4spheres_1011_v34,1011,34,5.9087,0.016494,85
simulation_4spheres_1011_v35,1011,35,7.3317,0.019552,85
simulation_4spheres_1011_v36,1011,36,6.9346,0.004619,85
simulation_4spheres_1011_v37,1011,37,7.2633,0.015210,85
simulation_4spheres_1011_v38,1011,38,5.2643,0.016949,85
simulation_4spheres_1011_v39,1011,39,7.3099,0.009623,85
simulation_4spheres_1011_v40,1011,40,7.2946,0.001440,85
simulation_4spheres_1011_v41,1011,41,3.7739,0.014431,85
simulation_4spheres_1011_v42,1011,42,6.0467,0.009543,85
simulation_4spheres_1011_v43,1011,43,7.5599,0.014442,85
simulation_4spheres_1011_v44,1011,44,3.9067,0.004411,85
simulation_4spheres_1011_v45,1011,45,6.1187,0.003555,85
simulation_4spheres_1011_v46,1011,46,6.4928,0.009894,85
simulation_4spheres_1011_v47,1011,47,3.3490,0.002202,85
simulation_4spheres_1011_v48,1011,48,6.6260,0.014716,85
simulation_4spheres_1011_v49,1011,49,4.1948,0.007505,85
simulation_4spheres_1100_v0,1100,0,8.1455,0.019196,85
simulation_4spheres_1100_v1,1100,1,4.8677,0.009130,85
simulation_4spheres_1100_v2,1100,2,3.6957,0.006525,85
simulation_4spheres_1100_v3,1100,3,6.5842,0.008553,85
simulation_4spheres_1100_v4,1100,4,4.2810,0.003958,85
simulation_4spheres_1100_v5,1100,5,5.4106,0.003698,85
simulation_4spheres_1100_v6,1100,6,8.1396,0.019767,85
simulation_4spheres_1100_v7,1100,7,4.8576,0.001836,85
simulation_4spheres_1100_v8,1100,8,5.5695,0.004822,85
simulation_4spheres_1100_v9,1100,9,4.6711,0.007092,85
simulation_4spheres_1100_v10,1100,10,3.0158,0.011313,85
simulation_4spheres_1100_v11,1100,11,7.7233,0.017553,85
simulation_4spheres_1100_v12,1100,12,5.5236,0.014641,85
simulation_4spheres_1100_v13,1100,13,4.3526,0.013118,85
simulation_4spheres_1100_v14,1100,14,6.1596,0.018198,85
simulation_4spheres_1100_v15,1100,15,8.9334,0.008244,85
simulation_4spheres_1100_v16,1100,16,6.5375,0.015785,85
simulation_4spheres_1100_v17,1100,17,4.5771,0.009950,85
simulation_4spheres_1100_v18,1100,18,7.4653,0.008458,85
simulation_4spheres_1100_v19,1100,19,8.4772,0.006124,85
simulation_4spheres_1100_v20,1100,20,4.0327,0.004211,85
simulation_4spheres_1100_v21,1100,21,3.3053,0.018044,85
simulation_4spheres_1100_v22,1100,22,3.5633,0.001360,85
simulation_4spheres_1100_v23,1100,23,4.4363,0.009370,85
simulation_4spheres_1100_v24,1100,24,4.8716,0.019986,85
simulation_4spheres_1100_v25,1100,25,4.2248,0.009087,85
simulation_4spheres_1100_v26,1100,26,6.4029,0.005444,85
simulation_4spheres_1100_v27,1100,27,8.2546,0.002504,85
simulation_4spheres_1100_v28,1100,28,7.2514,0.007195,85
simulation_4spheres_1100_v29,1100,29,6.7876,0.004353,85
simulation_4spheres_1100_v30,1100,30,3.5949,0.010869,85
simulation_4spheres_1100_v31,1100,31,6.0069,0.007462,85
simulation_4spheres_1100_v32,1100,32,6.0749,0.013792,85
simulation_4spheres_1100_v33,1100,33,4.1932,0.003262,85
simulation_4spheres_1100_v34,1100,34,4.2417,0.002909,85
simulation_4spheres_1100_v35,1100,35,8.2515,0.003235,85
simulation_4spheres_1100_v36,1100,36,5.8241,0.013426,85
simulation_4spheres_1100_v37,1100,37,4.6309,0.004399,85
simulation_4spheres_1100_v38,1100,38,7.7331,0.006715,85
simulation_4spheres_1100_v39,1100,39,5.6109,0.010935,85
simulation_4spheres_1100_v40,1100,40,7.5449,0.004397,85
simulation_4spheres_1100_v41,1100,41,3.2874,0.018518,85
simulation_4spheres_1100_v42,1100,42,8.9800,0.012735,85
simulation_4spheres_1100_v43,1100,43,4.7847,0.016854,85
simulation_4spheres_1100_v44,1100,44,6.1251,0.003545,85
simulation_4spheres_1100_v45,1100,45,6.3225,0.017834,85
simulation_4spheres_1100_v46,1100,46,4.0778,0.014852,85
simulation_4spheres_1100_v47,1100,47,4.3185,0.005613,85
simulation_4spheres_1100_v48,1100,48,8.8534,0.005240,85
simulation_4spheres_1100_v49,1100,49,4.4939,0.015260,85
simulation_4spheres_1101_v0,1101,0,3.8474,0.005738,85
simulation_4spheres_1101_v1,1101,1,4.9269,0.013354,85
simulation_4spheres_1101_v2,1101,2,7.8561,0.008633,85
simulation_4spheres_1101_v3,1101,3,5.9339,0.009310,85
simulation_4spheres_1101_v4,1101,4,4.9575,0.005667,85
simulation_4spheres_1101_v5,1101,5,3.2083,0.015287,85
simulation_4spheres_1101_v6,1101,6,6.1184,0.002893,85
simulation_4spheres_1101_v7,1101,7,6.6581,0.002662,85
simulation_4spheres_1101_v8,1101,8,5.6868,0.019734,85
simulation_4spheres_1101_v9,1101,9,7.2360,0.019667,85
simulation_4spheres_1101_v10,1101,10,7.7857,0.014136,85
simulation_4spheres_1101_v11,1101,11,7.9909,0.005074,85
simulation_4spheres_1101_v12,1101,12,7.6864,0.011511,85
simulation_4spheres_1101_v13,1101,13,8.8722,0.012408,85
simulation_4spheres_1101_v14,1101,14,7.4562,0.015871,85
simulation_4spheres_1101_v15,1101,15,7.5194,0.015074,85
simulation_4spheres_1101_v16,1101,16,7.7858,0.015748,85
simulation_4spheres_1101_v17,1101,17,4.2107,0.013498,85
simulation_4spheres_1101_v18,1101,18,6.7454,0.004455,85
simulation_4spheres_1101_v19,1101,19,4.6737,0.019261,85
simulation_4spheres_1101_v20,1101,20,5.4211,0.006146,85
simulation_4spheres_1101_v21,1101,21,7.8017,0.004130,85
simulation_4spheres_1101_v22,1101,22,4.5319,0.001379,85
simulation_4spheres_1101_v23,1101,23,3.5207,0.009001,85
simulation_4spheres_1101_v24,1101,24,4.1198,0.002635,85
simulation_4spheres_1101_v25,1101,25,8.9922,0.012517,85
simulation_4spheres_1101_v26,1101,26,8.1284,0.005421,85
simulation_4spheres_1101_v27,1101,27,3.7514,0.015511,85
simulation_4spheres_1101_v28,1101,28,6.7193,0.006034,85
simulation_4spheres_1101_v29,1101,29,6.2940,0.011552,85
simulation_4spheres_1101_v30,1101,30,7.6867,0.009397,85
simulation_4spheres_1101_v31,1101,31,3.7556,0.003974,85
simulation_4spheres_1101_v32,1101,32,6.3428,0.001833,85
simulation_4spheres_1101_v33,1101,33,7.4784,0.006046,85
simulation_4spheres_1101_v34,1101,34,5.4652,0.009103,85
simulation_4spheres_1101_v35,1101,35,6.0180,0.017014,85
simulation_4spheres_1101_v36,1101,36,8.1830,0.015818,85
simulation_4spheres_1101_v37,1101,37,8.6566,0.018582,85
simulation_4spheres_1101_v38,1101,38,8.3069,0.010526,85
simulation_4spheres_1101_v39,1101,39,4.3754,0.019858,85
simulation_4spheres_1101_v40,1101,40,7.2479,0.018399,85
simulation_4spheres_1101_v41,1101,41,7.9429,0.008164,85
simulation_4spheres_1101_v42,1101,42,3.5082,0.013155,85
simulation_4spheres_1101_v43,1101,43,7.4979,0.016708,85
simulation_4spheres_1101_v44,1101,44,6.1219,0.008882,85
simulation_4spheres_1101_v45,1101,45,6.0433,0.013049,85
simulation_4spheres_1101_v46,1101,46,4.8516,0.011102,85
simulation_4spheres_1101_v47,1101,47,8.9057,0.010254,85
simulation_4spheres_1101_v48,1101,48,4.8332,0.014798,85
simulation_4spheres_1101_v49,1101,49,8.1871,0.009986,85
simulation_4spheres_1110_v0,1110,0,5.6851,0.015425,85
simulation_4spheres_1110_v1,1110,1,3.7088,0.011581,85
simulation_4spheres_1110_v2,1110,2,8.8423,0.018497,85
simulation_4spheres_1110_v3,1110,3,7.3771,0.019114,85
simulation_4spheres_1110_v4,1110,4,5.6409,0.008900,85
simulation_4spheres_1110_v5,1110,5,3.9005,0.013461,85
simulation_4spheres_1110_v6,1110,6,4.5247,0.003894,85
simulation_4spheres_1110_v7,1110,7,6.4166,0.017553,85
simulation_4spheres_1110_v8,1110,8,6.9990,0.006858,85
simulation_4spheres_1110_v9,1110,9,6.0437,0.009952,85
simulation_4spheres_1110_v10,1110,10,6.3698,0.010274,85
simulation_4spheres_1110_v11,1110,11,6.1155,0.017813,85
simulation_4spheres_1110_v12,1110,12,5.9996,0.013705,85
simulation_4spheres_1110_v13,1110,13,8.3780,0.001344,85
simulation_4spheres_1110_v14,1110,14,4.4068,0.002193,85
simulation_4spheres_1110_v15,1110,15,3.3573,0.005327,85
simulation_4spheres_1110_v16,1110,16,6.5860,0.011196,85
simulation_4spheres_1110_v17,1110,17,8.0265,0.019228,85
simulation_4spheres_1110_v18,1110,18,4.4830,0.017213,85
simulation_4spheres_1110_v19,1110,19,3.3829,0.003870,85
simulation_4spheres_1110_v20,1110,20,4.7013,0.017979,85
simulation_4spheres_1110_v21,1110,21,3.2605,0.012042,85
simulation_4spheres_1110_v22,1110,22,6.5215,0.002161,85
simulation_4spheres_1110_v23,1110,23,6.7653,0.007429,85
simulation_4spheres_1110_v24,1110,24,5.3704,0.008052,85
simulation_4spheres_1110_v25,1110,25,6.6657,0.006273,85
simulation_4spheres_1110_v26,1110,26,6.8093,0.010172,85
simulation_4spheres_1110_v27,1110,27,4.7984,0.008416,85
simulation_4spheres_1110_v28,1110,28,8.5983,0.010853,85
simulation_4spheres_1110_v29,1110,29,6.4292,0.001074,85
simulation_4spheres_1110_v30,1110,30,4.2530,0.002260,85
simulation_4spheres_1110_v31,1110,31,7.8384,0.016707,85
simulation_4spheres_1110_v32,1110,32,6.6022,0.006141,85
simulation_4spheres_1110_v33,1110,33,7.2707,0.003404,85
simulation_4spheres_1110_v34,1110,34,8.1098,0.009517,85
simulation_4spheres_1110_v35,1110,35,6.2883,0.019679,85
simulation_4spheres_1110_v36,1110,36,7.2746,0.005432,85
simulation_4spheres_1110_v37,1110,37,8.6539,0.011076,85
simulation_4spheres_1110_v38,1110,38,7.1446,0.006718,85
simulation_4spheres_1110_v39,1110,39,8.4788,0.007569,85
simulation_4spheres_1110_v40,1110,40,7.2197,0.018936,85
simulation_4spheres_1110_v41,1110,41,7.7541,0.003338,85
simulation_4spheres_1110_v42,1110,42,4.7702,0.012355,85
simulation_4spheres_1110_v43,1110,43,8.8083,0.015115,85
simulation_4spheres_1110_v44,1110,44,5.0942,0.007748,85
simulation_4spheres_1110_v45,1110,45,4.6707,0.019767,85
simulation_4spheres_1110_v46,1110,46,8.7832,0.018779,85
simulation_4spheres_1110_v47,1110,47,8.9465,0.016739,85
simulation_4spheres_1110_v48,1110,48,7.3477,0.005644,85
simulation_4spheres_1110_v49,1110,49,8.4125,0.016349,85
simulation_4spheres_1111_v0,1111,0,7.3634,0.010683,85
simulation_4spheres_1111_v1,1111,1,6.7247,0.017087,85
simulation_4spheres_1111_v2,1111,2,6.8703,0.010859,85
simulation_4spheres_1111_v3,1111,3,6.9499,0.009282,85
simulation_4spheres_1111_v4,1111,4,4.1937,0.015060,85
simulation_4spheres_1111_v5,1111,5,8.2511,0.003496,85
simulation_4spheres_1111_v6,1111,6,6.6208,0.018509,85
simulation_4spheres_1111_v7,1111,7,6.0608,0.007493,85
simulation_4spheres_1111_v8,1111,8,4.0659,0.015607,85
simulation_4spheres_1111_v9,1111,9,7.2783,0.013655,85
simulation_4spheres_1111_v10,1111,10,8.7591,0.016334,85
simulation_4spheres_1111_v11,1111,11,4.1943,0.015128,85
simulation_4spheres_1111_v12,1111,12,4.2382,0.001395,85
simulation_4spheres_1111_v13,1111,13,8.6238,0.013698,85
simulation_4spheres_1111_v14,1111,14,8.2961,0.007358,85
simulation_4spheres_1111_v15,1111,15,8.5095,0.016332,85
simulation_4spheres_1111_v16,1111,16,6.8638,0.002171,85
simulation_4spheres_1111_v17,1111,17,4.3534,0.010954,85
simulation_4spheres_1111_v18,1111,18,7.7386,0.016850,85
simulation_4spheres_1111_v19,1111,19,6.0903,0.007544,85
simulation_4spheres_1111_v20,1111,20,8.3294,0.010392,85
simulation_4spheres_1111_v21,1111,21,5.6352,0.012663,85
simulation_4spheres_1111_v22,1111,22,6.2598,0.011958,85
simulation_4spheres_1111_v23,1111,23,7.5544,0.011852,85
simulation_4spheres_1111_v24,1111,24,6.7660,0.014654,85
simulation_4spheres_1111_v25,1111,25,5.0279,0.013897,85
simulation_4spheres_1111_v26,1111,26,4.0752,0.011852,85
simulation_4spheres_1111_v27,1111,27,8.3933,0.001207,85
simulation_4spheres_1111_v28,1111,28,7.7124,0.013560,85
simulation_4spheres_1111_v29,1111,29,7.4388,0.011974,85
simulation_4spheres_1111_v30,1111,30,3.1814,0.016332,85
simulation_4spheres_1111_v31,1111,31,4.1530,0.007761,85
simulation_4spheres_1111_v32,1111,32,5.0764,0.018894,85
simulation_4spheres_1111_v33,1111,33,6.6705,0.011307,85
simulation_4spheres_1111_v34,1111,34,3.4436,0.010779,85
simulation_4spheres_1111_v35,1111,35,8.2796,0.004033,85
simulation_4spheres_1111_v36,1111,36,7.0794,0.004288,85
simulation_4spheres_1111_v37,1111,37,8.6189,0.016476,85
simulation_4spheres_1111_v38,1111,38,4.8515,0.018305,85
simulation_4spheres_1111_v39,1111,39,8.2977,0.014757,85
simulation_4spheres_1111_v40,1111,40,3.6467,0.017269,85
simulation_4spheres_1111_v41,1111,41,7.9891,0.009328,85
simulation_4spheres_1111_v42,1111,42,6.7910,0.002568,85
simulation_4spheres_1111_v43,1111,43,7.1864,0.007126,85
simulation_4spheres_1111_v44,1111,44,7.2930,0.018187,85
simulation_4spheres_1111_v45,1111,45,3.9109,0.008688,85
simulation_4spheres_1111_v46,1111,46,6.2564,0.014715,85
simulation_4spheres_1111_v47,1111,47,6.9716,0.014128,85
simulation_4spheres_1111_v48,1111,48,5.9943,0.010610,85
simulation_4spheres_1111_v49,1111,49,4.9672,0.017326,85
